ORDER_ID,ASN_DN,SHIPMENT_MODE,SCHEDULED_DELIVERY_DATE,ACTUAL_DELIVERY_DATE,DELIVERY_RECORDED_DATE
SCMS-98430,ASN-12216,Air,0011-11-02,0011-11-02,0011-11-02
SCMS-274350,ASN-32776,Air,0015-07-27,0015-07-27,0015-07-27
SCMS-198541,ASN-22495,Air,0013-11-16,0013-11-16,0013-11-26
SCMS-122660,ASN-12494,Ocean,0011-12-15,0011-12-15,0011-12-15
SCMS-87200,ASN-8567,Air,0010-12-23,0010-12-23,0010-12-23
SCMS-107750,ASN-11112,Air,0011-07-01,0011-07-01,0011-07-01
SCMS-213420,ASN-23156,Air,0014-02-27,0014-02-27,0014-03-04
SCMS-54020,ASN-6952,Air,0010-06-15,0010-06-15,0010-06-15
SCMS-176340,ASN-19535,Air,0013-06-10,0013-06-10,0013-06-10
SCMS-196510,ASN-21499,Air,0013-09-26,0013-09-26,0013-09-26
SCMS-152710,ASN-16346,Air,0012-10-04,0012-10-04,0012-10-04
SCMS-238551,ASN-26882,Truck,0014-06-25,0014-06-25,0014-06-25
SCMS-262840,ASN-31820,Ocean,0015-07-03,0015-07-03,0015-07-13
SCMS-45690,ASN-5257,Air,0009-10-29,0009-10-29,0009-10-29
SCMS-274390,ASN-32270,Air,0015-07-10,0015-07-10,0015-07-10
SCMS-226260,ASN-26927,Air,0014-08-13,0014-08-13,0014-08-25
SCMS-274370,ASN-32262,Air,0015-07-13,0015-07-13,0015-07-14
SCMS-52776,ASN-5591,Air,0009-12-24,0009-12-24,0009-12-24
SCMS-199289,ASN-28033,Truck,0014-08-29,0014-08-29,0014-08-29
SCMS-238555,ASN-29257,Truck,0014-11-05,0014-11-05,0014-11-05
SCMS-192210,ASN-22576,Air,0013-11-21,0013-11-21,0013-11-22
SCMS-50360,ASN-5451,Truck,0009-10-29,0009-10-29,0009-10-29
SCMS-199280,ASN-24433,Truck,0014-02-07,0014-02-07,0014-02-07
SCMS-52691,ASN-5781,Air,0010-01-15,0010-01-15,0010-01-15
SCMS-259076,ASN-32524,Truck,0015-06-02,0015-06-02,0015-06-02
SCMS-238550,ASN-30792,Truck,0015-02-19,0015-02-19,0015-02-19
SCMS-60710,ASN-6291,Air,0010-03-18,0010-03-18,0010-03-18
SCMS-272200,ASN-32748,Air,0015-07-21,0015-07-21,0015-07-22
SCMS-177180,ASN-18919,Ocean,0013-08-07,0013-08-07,0013-08-07
SCMS-182820,ASN-19790,Air,0013-06-25,0013-06-25,0013-06-25
SCMS-85620,ASN-8943,Air,0010-11-30,0010-11-30,0010-11-30
SCMS-131690,ASN-14517,Air,0012-05-16,0012-05-16,0012-05-16
SCMS-113700,ASN-12727,Air,0011-11-23,0011-11-23,0011-11-23
SCMS-83790,ASN-8904,Ocean,0011-01-06,0011-01-06,0011-01-06
SCMS-196561,ASN-22352,Air,0013-11-07,0013-11-11,0013-11-17
SCMS-259078,ASN-33470,Truck,0015-07-24,0015-07-24,0015-07-24
SCMS-84230,ASN-9617,Ocean,0011-04-05,0011-04-05,0011-04-05
SCMS-196561,ASN-22356,Air,0013-11-07,0013-11-11,0013-11-17
SCMS-263630,ASN-31647,Air,0015-06-01,0015-06-01,0015-06-01
SCMS-56482,ASN-6027,Air,0010-02-19,0010-02-19,0010-02-19
SCMS-147640,ASN-15985,Air,0012-09-20,0012-09-20,0012-09-20
SCMS-48290,ASN-4872,Air,0009-09-30,0009-09-30,0009-09-30
SCMS-75370,ASN-7631,Air,0010-08-27,0010-08-27,0010-08-27
SCMS-162830,ASN-17278,Air,0013-01-02,0013-01-02,0013-01-02
SCMS-234680,ASN-26424,Air,0014-06-26,0014-06-26,0014-06-26
SCMS-174550,ASN-18832,Air,0013-04-24,0013-04-24,0013-04-24
SCMS-206560,ASN-23448,Air,0014-01-03,0014-01-03,0014-01-06
SCMS-115330,ASN-11632,Air,0011-08-15,0011-08-15,0011-08-15
SCMS-114980,ASN-12093,Air,0011-09-29,0011-09-29,0011-09-29
SCMS-49642,ASN-5244,Truck,0009-11-19,0009-11-19,0009-11-19
SCMS-285360,ASN-31852,Air,0015-05-11,0015-05-11,0015-05-13
SCMS-238550,ASN-30792,Truck,0015-02-19,0015-02-19,0015-02-19
SCMS-259078,ASN-33472,Truck,0015-07-24,0015-07-24,0015-07-24
SCMS-199289,ASN-28036,Truck,0014-08-29,0014-08-29,0014-08-29
SCMS-204290,ASN-23338,Air,0014-01-08,0014-01-08,0014-01-10
SCMS-60190,ASN-5907,Truck,0009-12-29,0009-12-29,0009-12-29
SCMS-275290,ASN-30748,Air,0015-04-03,0015-04-03,0015-04-15
SCMS-259079,ASN-33851,Truck,0015-08-24,0015-08-24,0015-08-24
SCMS-163460,ASN-17750,Air,0013-01-21,0013-01-21,0013-01-21
SCMS-259077,ASN-33477,Truck,0015-07-24,0015-07-24,0015-07-24
SCMS-123530,ASN-14319,Air,0012-04-24,0012-04-24,0012-04-24
SCMS-113610,ASN-13012,Air,0011-12-20,0011-12-20,0011-12-20
SCMS-83730,ASN-9938,Ocean,0011-04-26,0011-04-26,0011-04-26
SCMS-120471,ASN-13348,Air,0012-02-07,0012-02-07,0012-02-07
SCMS-98550,ASN-10063,Air,0011-04-06,0011-04-06,0011-04-06
SCMS-239410,ASN-26738,Air,0014-09-05,0014-09-05,0014-09-16
SCMS-259078,ASN-33472,Truck,0015-07-24,0015-07-24,0015-07-24
SCMS-142470,ASN-15272,Air,0012-06-21,0012-06-21,0012-06-21
SCMS-199289,ASN-28034,Truck,0014-08-29,0014-08-29,0014-08-29
SCMS-285490,ASN-33145,Air,0015-09-07,0015-09-07,0015-09-07
SCMS-147641,ASN-16730,Air,0012-11-30,0012-11-30,0012-11-30
SCMS-215410,ASN-23875,Truck,0014-01-13,0014-01-13,0014-01-13
SCMS-97850,ASN-11024,Air,0011-06-22,0011-06-22,0011-06-22
SCMS-199289,ASN-28033,Truck,0014-08-29,0014-08-29,0014-08-29
SCMS-83700,ASN-9987,Air,0011-04-22,0011-04-22,0011-04-22
SCMS-51251,ASN-5340,Truck,0009-10-07,0009-10-07,0009-10-07
SCMS-69590,ASN-6724,Truck,0010-04-01,0010-04-01,0010-04-01
SCMS-51250,ASN-5056,Truck,0009-08-24,0009-08-24,0009-08-24
SCMS-240570,ASN-27585,Air Charter,0014-09-17,0014-09-17,0014-09-19
SCMS-159620,ASN-17229,Air,0013-01-16,0013-01-16,0013-01-16
SCMS-92620,ASN-9373,Air,0011-02-04,0011-02-04,0011-02-04
SCMS-253260,ASN-28279,Air,0014-11-04,0014-11-04,0014-11-20
SCMS-75830,ASN-9489,Ocean,0011-03-29,0011-03-29,0011-03-29
SCMS-240160,ASN-27525,Ocean,0014-10-30,0014-10-30,0014-11-12
SCMS-238552,ASN-27606,Truck,0014-08-05,0014-08-05,0014-08-05
SCMS-240080,ASN-26465,Air,0014-07-20,0014-07-20,0014-08-01
SCMS-84250,ASN-9051,Ocean,0010-12-15,0010-12-15,0010-12-15
SCMS-69230,ASN-7572,Air,0010-07-31,0010-07-31,0010-07-31
SCMS-205880,ASN-22538,Air,0013-12-02,0013-12-02,0013-12-11
SCMS-210100,ASN-25785,Air,0014-06-07,0014-06-07,0014-06-07
SCMS-233940,ASN-26454,Air,0014-07-14,0014-07-14,0014-07-16
SCMS-289130,ASN-32959,Air,0015-07-14,0015-07-09,0015-07-09
SCMS-176270,ASN-19859,Air,0013-07-05,0013-07-05,0013-07-05
SCMS-259073,ASN-30671,Truck,0015-02-12,0015-02-12,0015-02-12
SCMS-69030,ASN-8510,Air,0010-09-20,0010-12-15,0010-12-15
SCMS-205490,ASN-22189,Air,0013-11-19,0013-11-19,0013-12-20
SCMS-225850,ASN-25080,Air,0014-04-04,0014-04-04,0014-04-08
SCMS-152840,ASN-15742,Air,0012-08-06,0012-08-06,0012-08-06
SCMS-226220,ASN-26923,Air,0014-07-29,0014-07-29,0014-08-06
SCMS-259078,ASN-33470,Truck,0015-07-24,0015-07-24,0015-07-24
SCMS-261430,ASN-30166,Air,0015-03-23,0015-03-23,0015-03-23
SCMS-238552,ASN-27606,Truck,0014-08-05,0014-08-05,0014-08-05
SCMS-275710,ASN-31391,Air,0015-06-02,0015-06-04,0015-06-04
SCMS-215410,ASN-23875,Truck,0014-01-13,0014-01-13,0014-01-13
SCMS-259079,ASN-33852,Truck,0015-08-24,0015-08-24,0015-08-24
SCMS-50370,ASN-5459,Truck,0009-10-29,0009-10-29,0009-10-29
SCMS-199280,ASN-24433,Truck,0014-02-07,0014-02-07,0014-02-07
SCMS-147600,ASN-15503,Truck,0012-06-28,0012-06-28,0012-06-28
SCMS-145520,ASN-15795,Air,0012-08-22,0012-08-22,0012-08-22
SCMS-238555,ASN-29257,Truck,0014-11-05,0014-11-05,0014-11-05
SCMS-93500,ASN-9932,Ocean,0011-04-04,0011-04-04,0011-04-04
SCMS-170640,ASN-18069,Air,0013-04-16,0013-04-16,0013-04-16
SCMS-144170,ASN-15308,Air,0012-07-13,0012-07-13,0012-07-13
SCMS-187100,ASN-22575,Air,0013-11-08,0013-11-08,0014-01-29
SCMS-120570,ASN-13032,Air,0011-12-20,0011-12-16,0011-12-16
SCMS-98050,ASN-11023,Air,0011-06-22,0011-06-22,0011-06-22
SCMS-238554,ASN-28626,Truck,0014-10-03,0014-10-03,0014-10-03
SCMS-150030,ASN-15987,Air,0012-09-18,0012-09-18,0012-09-18
SCMS-52610,ASN-5651,Air,0010-01-06,0010-01-06,0010-01-06
SCMS-106481,ASN-12360,Air,0011-10-19,0011-10-19,0011-10-19
SCMS-259081,ASN-30228,Truck,0015-01-14,0015-01-14,0015-01-14
SCMS-198540,ASN-21767,Air,0013-10-03,0013-10-03,0013-11-06
SCMS-259075,ASN-32138,Truck,0015-05-12,0015-05-12,0015-05-12
SCMS-215410,ASN-23875,Truck,0014-01-13,0014-01-13,0014-01-13
SCMS-188540,ASN-21694,Air,0013-10-11,0013-10-11,0013-10-11
SCMS-206101,ASN-24548,Truck,0014-02-05,0014-02-05,0014-02-17
SCMS-62721,ASN-6953,Air,0010-06-15,0010-06-15,0010-06-15
SCMS-134370,ASN-13884,Air,0012-03-14,0012-03-14,0012-03-14
SCMS-215410,ASN-23875,Truck,0014-01-13,0014-01-13,0014-01-13
SCMS-105490,ASN-11857,Air,0011-09-21,0011-09-21,0011-09-21
SCMS-84230,ASN-9456,Ocean,0011-02-14,0011-02-14,0011-02-14
SCMS-198780,ASN-20859,Air,0013-09-24,0013-09-24,0013-09-24
SCMS-138620,ASN-14951,Air,0012-06-12,0012-06-12,0012-06-12
SCMS-69590,ASN-6724,Truck,0010-04-01,0010-04-01,0010-04-01
SCMS-262910,ASN-30184,Ocean,0015-03-13,0015-03-13,0015-03-18
SCMS-234730,ASN-26148,Air Charter,0014-06-14,0014-06-14,0014-06-16
SCMS-51800,ASN-5652,Air,0010-01-06,0010-01-06,0010-01-06
SCMS-259075,ASN-32138,Truck,0015-05-12,0015-05-12,0015-05-12
SCMS-239160,ASN-28293,Air,0014-10-09,0014-10-09,0014-10-13
SCMS-216720,ASN-23721,Air,0014-02-22,0014-02-22,0014-03-24
SCMS-51130,ASN-4983,Air,0009-10-06,0009-10-06,0009-10-06
SCMS-68740,ASN-7868,Air,0010-09-01,0010-09-03,0010-09-03
SCMS-85580,ASN-8349,Air,0010-10-13,0010-10-13,0010-10-13
SCMS-260950,ASN-29640,Air,0015-01-20,0015-01-20,0015-01-21
SCMS-206560,ASN-23448,Air,0014-01-03,0014-01-03,0014-01-06
SCMS-259074,ASN-31070,Truck,0015-03-09,0015-03-09,0015-03-09
SCMS-233960,ASN-27423,Air,0014-09-12,0014-09-12,0014-09-17
SCMS-280210,ASN-31750,Air,0015-07-02,0015-07-02,0015-07-30
SCMS-200910,ASN-22040,Air,0013-11-08,0013-11-08,0013-11-11
SCMS-199581,ASN-22108,Air,0013-10-30,0013-10-30,0013-10-30
SCMS-215370,ASN-24415,Truck,0014-02-06,0014-02-06,0014-02-06
SCMS-83770,ASN-9939,Ocean,0011-04-26,0011-04-26,0011-04-26
SCMS-114990,ASN-12094,Air,0011-09-29,0011-09-29,0011-09-29
SCMS-50370,ASN-5460,Truck,0009-10-29,0009-10-29,0009-10-29
SCMS-58380,ASN-5878,Air,0010-02-16,0010-02-19,0010-02-19
SCMS-190780,ASN-20285,Air,0013-07-10,0013-07-10,0013-07-10
SCMS-93540,ASN-10556,Ocean,0011-05-31,0011-05-31,0011-05-31
SCMS-275710,ASN-31392,Air,0015-06-02,0015-06-02,0015-06-04
SCMS-134710,ASN-14556,Air,0012-04-26,0012-04-26,0012-04-26
SCMS-199283,ASN-27980,Truck,0014-08-27,0014-08-27,0014-08-27
SCMS-123520,ASN-13475,Air,0012-03-01,0012-03-01,0012-03-01
SCMS-270280,ASN-30068,Air,0015-02-16,0015-02-16,0015-02-16
SCMS-272180,ASN-30880,Air,0015-04-09,0015-04-09,0015-04-10
SCMS-205690,ASN-23213,Air,0014-01-28,0014-01-28,0014-01-28
SCMS-83770,ASN-10127,Ocean,0011-04-26,0011-04-26,0011-04-26
SCMS-75280,ASN-7478,Air,0010-07-19,0010-07-19,0010-07-19
SCMS-51120,ASN-5487,Air,0009-11-30,0009-11-30,0009-11-30
SCMS-260970,ASN-31106,Ocean,0015-05-25,0015-05-25,0015-05-26
SCMS-259075,ASN-32138,Truck,0015-05-12,0015-05-12,0015-05-12
SCMS-111650,ASN-13770,Air,0012-03-09,0012-03-09,0012-03-09
SCMS-84240,ASN-8846,Ocean,0010-12-13,0010-12-13,0010-12-13
SCMS-126490,ASN-14125,Air,0012-03-30,0012-03-30,0012-03-30
SCMS-295800,ASN-33864,Truck,0015-08-24,0015-08-24,0015-08-24
SCMS-256500,ASN-31166,Air,0015-05-12,0015-05-06,0015-05-06
SCMS-60171,ASN-5931,Truck,0010-01-12,0010-01-12,0010-01-12
SCMS-118700,ASN-12267,Air,0011-10-13,0011-10-13,0011-10-13
SCMS-93530,ASN-9936,Ocean,0011-04-07,0011-04-07,0011-04-07
SCMS-121853,ASN-13539,Air,0012-02-20,0012-02-20,0012-02-20
SCMS-68951,ASN-7438,Air,0010-07-14,0010-08-24,0010-08-24
SCMS-63750,ASN-6169,Air,0010-03-05,0010-03-05,0010-03-05
SCMS-270130,ASN-31861,Air,0015-05-06,0015-05-06,0015-07-16
SCMS-225770,ASN-26847,Air,0014-07-16,0014-07-16,0014-07-18
SCMS-259079,ASN-33852,Truck,0015-08-24,0015-08-24,0015-08-24
SCMS-105530,ASN-11955,Air,0011-09-26,0011-09-26,0011-09-26
SCMS-138590,ASN-16098,Air,0012-09-05,0012-09-05,0012-09-05
SCMS-202560,ASN-22983,Air,0013-12-10,0013-12-12,0013-12-13
SCMS-259075,ASN-32138,Truck,0015-05-12,0015-05-12,0015-05-12
SCMS-84980,ASN-9370,Ocean,0011-03-01,0011-03-01,0011-03-01
SCMS-245420,ASN-28715,Air,0014-11-21,0014-11-21,0014-11-26
SCMS-196561,ASN-22354,Air,0013-11-07,0013-11-13,0013-11-17
SCMS-106730,ASN-11219,Air,0011-07-19,0011-07-19,0011-07-19
SCMS-259078,ASN-33470,Truck,0015-07-24,0015-07-24,0015-07-24
SCMS-148270,ASN-16267,Ocean,0012-10-24,0012-10-24,0012-10-24
SCMS-117400,ASN-12551,Air,0011-10-27,0011-10-27,0011-10-27
SCMS-80610,ASN-8594,Air,0010-11-10,0010-11-10,0010-11-10
SCMS-68750,ASN-8387,Air,0010-10-13,0010-10-27,0010-10-27
SCMS-259072,ASN-30377,Truck,0015-01-26,0015-01-26,0015-01-26
SCMS-142260,ASN-14701,Air,0012-05-04,0012-05-04,0012-05-04
SCMS-295010,ASN-33776,Air,0015-08-28,0015-08-28,0015-08-31
SCMS-259077,ASN-33477,Truck,0015-07-24,0015-07-24,0015-07-24
SCMS-202330,ASN-22277,Air,0013-10-29,0013-10-29,0013-11-01
SCMS-83730,ASN-9482,Ocean,0010-12-29,0011-03-10,0011-03-10
SCMS-239410,ASN-26738,Air,0014-09-05,0014-09-05,0014-09-16
SCMS-84380,ASN-12230,Air,0011-09-27,0011-09-27,0011-09-27
SCMS-162800,ASN-17281,Air,0012-12-06,0012-12-06,0012-12-06
SCMS-148511,ASN-16887,Air,0012-11-05,0012-11-05,0012-11-05
SCMS-210540,ASN-24368,Air,0014-06-17,0014-06-17,0014-06-20
SCMS-77600,ASN-7782,Air,0010-09-13,0010-09-13,0010-09-13
SCMS-201210,ASN-21763,Air,0013-10-07,0013-10-07,0013-10-07
SCMS-261010,ASN-32057,Air,0015-05-28,0015-05-28,0015-05-29
SCMS-103440,ASN-11677,Ocean,0011-10-04,0011-10-11,0011-10-11
SCMS-210470,ASN-24369,Ocean,0014-05-09,0014-05-09,0014-05-12
SCMS-267020,ASN-29764,Truck,0014-12-10,0014-12-10,0014-12-10
SCMS-93550,ASN-10569,Ocean,0011-06-13,0011-06-13,0011-06-13
SCMS-133470,ASN-13945,Air,0012-03-22,0012-03-22,0012-03-22
SCMS-189240,ASN-20479,Air,0013-08-05,0013-08-09,0013-08-09
SCMS-120461,ASN-12338,Air,0012-01-11,0012-01-11,0012-01-11
SCMS-238551,ASN-26882,Truck,0014-06-25,0014-06-25,0014-06-25
SCMS-69530,ASN-7487,Air,0010-08-03,0010-08-03,0010-08-03
SCMS-259076,ASN-32524,Truck,0015-06-02,0015-06-02,0015-06-02
SCMS-129500,ASN-15287,Air,0012-06-29,0012-06-29,0012-06-29
SCMS-225860,ASN-24983,Air,0014-05-24,0014-05-24,0014-05-26
SCMS-204350,ASN-22179,Air,0013-11-09,0013-11-09,0013-11-20
SCMS-249050,ASN-29376,Air,0014-12-17,0014-12-17,0014-12-17
SCMS-70770,ASN-7201,Air,0010-08-04,0010-08-04,0010-08-04
SCMS-118550,ASN-12428,Air,0011-10-26,0011-10-26,0011-10-26
SCMS-229670,ASN-25566,Air,0014-05-02,0014-05-02,0014-05-02
SCMS-198801,ASN-21504,Ocean,0013-10-23,0013-10-23,0013-10-23
SCMS-199289,ASN-28037,Truck,0014-08-29,0014-08-29,0014-08-29
SCMS-293570,ASN-33568,Air,0015-08-28,0015-08-28,0015-08-28
SCMS-75371,ASN-7630,Air,0010-08-17,0010-08-17,0010-08-17
SCMS-117370,ASN-11929,Air,0011-09-12,0011-09-12,0011-09-12
SCMS-68950,ASN-7130,Air,0010-06-11,0010-06-11,0010-06-11
SCMS-182800,ASN-19649,Air,0013-06-11,0013-06-11,0013-06-11
SCMS-200920,ASN-21751,Air,0013-10-18,0013-10-18,0013-10-18
SCMS-198690,ASN-21520,Air,0013-09-14,0013-09-14,0013-09-14
SCMS-147100,ASN-16682,Air,0012-10-29,0012-10-29,0012-10-29
SCMS-247350,ASN-27821,Air,0014-09-08,0014-09-08,0014-09-09
SCMS-133560,ASN-16135,Air,0012-09-05,0012-09-05,0012-09-05
SCMS-274360,ASN-32780,Air,0015-07-30,0015-07-30,0015-07-30
SCMS-280220,ASN-32231,Air,0015-07-23,0015-07-23,0015-07-29
SCMS-274390,ASN-32265,Air,0015-07-10,0015-07-10,0015-07-10
SCMS-207150,ASN-23970,Air,0014-02-07,0014-02-07,0014-02-10
SCMS-68981,ASN-8464,Air,0010-12-08,0010-12-08,0010-12-08
SCMS-83692,ASN-11129,Air,0011-07-01,0011-07-01,0011-07-01
SCMS-262980,ASN-30463,Ocean,0015-04-09,0015-04-09,0015-04-13
SCMS-141440,ASN-14813,Air,0012-05-21,0012-05-21,0012-05-21
SCMS-131650,ASN-14875,Air,0012-06-05,0012-06-05,0012-06-05
SCMS-83690,ASN-11128,Air,0011-07-01,0011-07-01,0011-07-01
SCMS-240080,ASN-26466,Air,0014-07-20,0014-07-21,0014-08-06
SCMS-56641,ASN-7108,Air,0010-06-11,0010-06-11,0010-06-11
SCMS-259075,ASN-32122,Truck,0015-05-12,0015-05-12,0015-05-12
SCMS-180940,ASN-19819,Ocean,0013-09-02,0013-09-02,0013-09-02
SCMS-54980,ASN-5372,Truck,0009-10-21,0009-10-21,0009-10-21
SCMS-259075,ASN-32138,Truck,0015-05-12,0015-05-12,0015-05-12
SCMS-291880,ASN-33317,Air,0015-07-31,0015-07-31,0015-08-02
SCMS-115010,ASN-12096,Air,0011-10-05,0011-10-05,0011-10-05
SCMS-263670,ASN-30942,Air,0015-04-14,0015-04-14,0015-04-14
SCMS-183950,ASN-19166,Truck,0013-04-16,0013-04-16,0013-04-16
SCMS-239690,ASN-26760,Air,0014-07-09,0014-07-10,0014-07-17
SCMS-243800,ASN-30019,Air,0015-02-18,0015-02-18,0015-02-20
SCMS-253230,ASN-28350,Air,0014-10-14,0014-10-14,0014-10-15
SCMS-259079,ASN-33851,Truck,0015-08-24,0015-08-24,0015-08-24
SCMS-233930,ASN-26134,Air,0014-06-25,0014-06-25,0014-07-01
SCMS-65110,ASN-6369,Air,0010-03-24,0010-03-24,0010-03-24
SCMS-91630,ASN-9551,Air,0011-05-12,0011-05-12,0011-05-12
SCMS-199289,ASN-28036,Truck,0014-08-29,0014-08-29,0014-08-29
SCMS-183950,ASN-19166,Truck,0013-04-16,0013-04-16,0013-04-16
SCMS-48860,ASN-7668,Air,0010-08-04,0010-08-04,0010-08-04
SCMS-168020,ASN-18768,Air,0013-07-17,0013-07-17,0013-07-17
SCMS-164580,ASN-18661,Air,0013-04-01,0013-04-01,0013-04-01
SCMS-267020,ASN-29764,Truck,0014-12-10,0014-12-10,0014-12-10
SCMS-50170,ASN-4672,Air,0009-09-08,0009-09-08,0009-09-08
SCMS-203100,ASN-22038,Air,0013-10-16,0013-10-16,0013-10-17
SCMS-131580,ASN-15388,Air,0012-07-26,0012-07-26,0012-07-26
SCMS-52660,ASN-5864,Air,0010-02-05,0010-02-05,0010-02-05
SCMS-259076,ASN-32524,Truck,0015-06-02,0015-06-02,0015-06-02
SCMS-133730,ASN-14016,Ocean,0012-07-05,0012-07-05,0012-07-05
SCMS-55900,ASN-5595,Air,0010-01-07,0010-01-07,0010-01-07
SCMS-159280,ASN-16778,Air,0012-10-25,0012-10-25,0012-10-25
SCMS-49631,ASN-5443,Truck,0009-09-14,0009-09-14,0009-09-14
SCMS-259075,ASN-32121,Truck,0015-05-12,0015-05-12,0015-05-12
SCMS-274370,ASN-32260,Air,0015-07-13,0015-07-13,0015-07-14
SCMS-168020,ASN-18768,Air,0013-07-17,0013-07-17,0013-07-17
SCMS-272160,ASN-31323,Air,0015-06-03,0015-06-03,0015-06-05
SCMS-164520,ASN-18691,Air,0013-04-03,0013-04-03,0013-04-03
SCMS-264920,ASN-30994,Air,0015-03-20,0015-03-20,0015-03-20
SCMS-103690,ASN-12560,Ocean,0011-11-02,0011-11-02,0011-11-02
SCMS-191950,ASN-23207,Air,0013-12-23,0013-12-23,0014-01-08
SCMS-183950,ASN-19166,Truck,0013-04-16,0013-04-16,0013-04-16
SCMS-93560,ASN-11437,Ocean,0011-09-15,0011-09-15,0011-09-15
SCMS-238551,ASN-26882,Truck,0014-06-25,0014-06-25,0014-06-25
SCMS-211060,ASN-22938,Air,0014-01-13,0014-01-13,0014-01-30
SCMS-285090,ASN-32540,Air,0015-06-16,0015-06-16,0015-06-18
SCMS-215370,ASN-24415,Truck,0014-02-06,0014-02-06,0014-02-06
SCMS-80890,ASN-7834,Air,0010-09-14,0010-09-14,0010-09-14
SCMS-272570,ASN-31045,Air,0015-04-02,0015-04-02,0015-04-02
SCMS-52440,ASN-5310,Air,0009-11-11,0009-11-11,0009-11-11
SCMS-274350,ASN-32777,Air,0015-07-27,0015-07-27,0015-07-27
SCMS-48260,ASN-5132,Air,0009-10-23,0009-10-23,0009-10-23
SCMS-148700,ASN-15789,Ocean,0012-10-22,0012-10-22,0012-10-22
SCMS-179351,ASN-21682,Air,0013-10-02,0013-10-02,0013-10-02
SCMS-238550,ASN-30792,Truck,0015-02-19,0015-02-19,0015-02-19
SCMS-166120,ASN-17672,Air,0013-01-29,0013-01-29,0013-01-29
SCMS-56310,ASN-6252,Air,0010-03-22,0010-03-22,0010-03-22
SCMS-238553,ASN-28021,Truck,0014-08-28,0014-08-28,0014-08-28
SCMS-196561,ASN-22347,Air,0013-11-07,0013-11-07,0013-11-17
SCMS-186840,ASN-24393,Air,0014-03-13,0014-03-13,0014-03-13
SCMS-204300,ASN-21704,Air,0013-10-18,0013-10-18,0013-10-18
SCMS-221930,ASN-24507,Air,0014-03-19,0014-03-19,0014-03-24
SCMS-148370,ASN-16472,Ocean,0012-12-20,0012-12-20,0012-12-20
SCMS-48560,ASN-4448,Air,0009-08-14,0009-08-14,0009-08-14
SCMS-48810,ASN-5182,Air,0009-10-19,0009-10-19,0009-10-19
SCMS-238550,ASN-30792,Truck,0015-02-19,0015-02-19,0015-02-19
SCMS-83990,ASN-8453,Air,0010-11-12,0010-11-12,0010-11-12
SCMS-161830,ASN-17465,Air,0012-12-31,0012-12-31,0012-12-31
SCMS-69710,ASN-7510,Air,0010-08-09,0010-08-09,0010-08-09
SCMS-200900,ASN-22171,Air,0013-11-09,0013-11-09,0013-11-20
SCMS-236080,ASN-28050,Air,0014-10-01,0014-10-01,0014-10-01
SCMS-57521,ASN-8573,Air,0011-02-07,0011-02-07,0011-02-07
SCMS-261040,ASN-30196,Ocean,0015-04-09,0015-04-09,0015-04-13
SCMS-199280,ASN-24433,Truck,0014-02-07,0014-02-07,0014-02-07
SCMS-234031,ASN-26374,Air,0014-06-12,0014-06-12,0014-06-12
SCMS-259073,ASN-30671,Truck,0015-02-12,0015-02-12,0015-02-12
SCMS-192180,ASN-24273,Air,0014-02-14,0014-02-14,0014-02-19
SCMS-280490,ASN-31624,Air,0015-04-28,0015-04-28,0015-04-29
SCMS-147550,ASN-15640,Air,0012-08-16,0012-08-16,0012-08-16
SCMS-256310,ASN-29141,Air,0015-02-19,0015-02-19,0015-02-19
SCMS-113020,ASN-12293,Air,0011-10-17,0011-10-17,0011-10-17
SCMS-198771,ASN-22834,Air,0013-12-27,0013-12-27,0013-12-27
SCMS-54980,ASN-5372,Truck,0009-10-21,0009-10-21,0009-10-21
SCMS-199289,ASN-28033,Truck,0014-08-29,0014-08-29,0014-08-29
SCMS-176270,ASN-19859,Air,0013-07-05,0013-07-05,0013-07-05
SCMS-58020,ASN-5746,Air,0010-03-03,0010-03-03,0010-03-03
SCMS-260700,ASN-29928,Air,0015-01-19,0015-01-19,0015-01-22
SCMS-162550,ASN-18558,Air,0013-03-21,0013-03-21,0013-03-21
SCMS-272350,ASN-32051,Air,0015-05-21,0015-05-21,0015-05-21
SCMS-200921,ASN-22955,Air,0014-02-11,0014-02-11,0014-02-11
SCMS-235380,ASN-28275,Air,0014-10-25,0014-10-25,0014-10-25
SCMS-239410,ASN-26738,Air,0014-09-05,0014-09-05,0014-09-16
SCMS-176920,ASN-18783,Air,0013-05-16,0013-05-16,0013-05-16
SCMS-199289,ASN-28033,Truck,0014-08-29,0014-08-29,0014-08-29
SCMS-149170,ASN-15733,Air,0012-09-05,0012-09-05,0012-09-05
SCMS-189350,ASN-21443,Air,0013-10-04,0013-10-04,0013-10-05
SCMS-90451,ASN-10748,Air,0011-05-11,0011-05-11,0011-05-11
SCMS-157661,ASN-17085,Air,0012-12-07,0012-12-07,0012-12-07
SCMS-68810,ASN-7217,Air,0010-07-15,0010-07-15,0010-07-15
SCMS-253240,ASN-28591,Air,0014-10-14,0014-10-14,0014-10-15
SCMS-196560,ASN-21224,Air,0013-09-18,0013-09-19,0013-09-19
SCMS-143810,ASN-15749,Air,0012-09-04,0012-09-04,0012-09-04
SCMS-103690,ASN-11306,Ocean,0011-11-02,0011-11-02,0011-11-02
SCMS-84230,ASN-9616,Ocean,0011-04-05,0011-04-05,0011-04-05
