PRODUCT_ID,ITEM_DESCRIPTION,DOSAGE,UNIT_OF_MEASURE,LINE_ITEM_QUANTITY,WEIGHT,PACK_PRICE,UNIT_PRICE,LINE_ITEM_INSURANCE_USD
"Nevirapine 50mg, dispersible tablets (tablets for oral suspension), 30 Tabs","Nevirapine 50mg, dispersible tablets (tablets for oral suspension), 30 Tabs",50mg,30,6500,406,1.25,0.04,10.05
"Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate 600/300/300mg, tablets, 30 Tabs","Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate 600/300/300mg, tablets, 30 Tabs",600/300/300mg,30,47970,5438,14.1,0.47,948.28
"Lopinavir/Ritonavir 80/20mg/ml [Kaletra], oral solution, cool, Bottle 5 x 60 ml","Lopinavir/Ritonavir 80/20mg/ml [Kaletra], oral solution, cool, Bottle 5 x 60 ml",80/20mg/ml,300,340,336,30.82,0.1,12.96
"HIV 1/2, Bioline 3.0 Kit, Lancets, Capillary pipets, Alcohol swabs included, 25 Tests","HIV 1/2, Bioline 3.0 Kit, Lancets, Capillary pipets, Alcohol swabs included, 25 Tests",,25,400,125,20.5,0.82,8.43
"Didanosine 25mg [Videx], chewable tablets, 60 Tabs","Didanosine 25mg [Videx], chewable tablets, 60 Tabs",25mg,60,150,Weight Captured Separately,45.62,0.76,11.29
"Efavirenz 600mg, tablets, 30 Tabs","Efavirenz 600mg, tablets, 30 Tabs",600mg,30,15881,See ASN-17075 (ID#:20697),3.3,0.11,73.48
"HIV 1/2, Stat-Pak HIV, Kit, 20 Tests","HIV 1/2, Stat-Pak HIV, Kit, 20 Tests",,20,167,50,29,1.45,7.99
"Lamivudine/Tenofovir Disoproxil Fumarate 300/300mg, tablets, 30 Tabs","Lamivudine/Tenofovir Disoproxil Fumarate 300/300mg, tablets, 30 Tabs",300/300mg,30,2910,352,4.62,0.15,13.82
"Chase Buffer, Determine, 100 Tests, 2.5ml x 1 Vial","Chase Buffer, Determine, 100 Tests, 2.5ml x 1 Vial",,1,2407,See ASN-20472 (ID#:38266),5,5,14.89
"HIV 1/2, Determine Complete HIV Kit, 100 Tests","HIV 1/2, Determine Complete HIV Kit, 100 Tests",,100,120,55,80,0.8,9.87
"HIV 1/2, Bioline 3.0 Kit, (no accessories), 30 Tests","HIV 1/2, Bioline 3.0 Kit, (no accessories), 30 Tests",,30,1800,560,24,0.8,84.67
"HIV 1/2, SKB Colloidal Gold, Diagnostic Kit, Antibody, 50 Tests","HIV 1/2, SKB Colloidal Gold, Diagnostic Kit, Antibody, 50 Tests",,1,360,261,23,23,17.85
"Lamivudine 10mg/ml, oral solution w/syringe, Bottle, 240 ml","Lamivudine 10mg/ml, oral solution w/syringe, Bottle, 240 ml",10mg/ml,240,48264,17436,2.02,0.01,210.2
"HIV 1/2, SKB Colloidal Gold, Diagnostic Kit, Antibody, 50 Tests","HIV 1/2, SKB Colloidal Gold, Diagnostic Kit, Antibody, 50 Tests",,1,1600,1111,24.5,24.5,54.96
"HIV 1/2, Determine HIV Kit, without Lancets, 100 Tests","HIV 1/2, Determine HIV Kit, without Lancets, 100 Tests",,100,5000,1134,77.7,0.78,837.61
"Artemether/Lumefantrine 20/120mg [Coartem], scored tablets, Blister 30 x 24 Tabs","Artemether/Lumefantrine 20/120mg [Coartem], scored tablets, Blister 30 x 24 Tabs",20/120mg,720,2500,1746,52.8,0.07,185.06
"HIV 1/2, Determine Complete HIV Kit, 100 Tests","HIV 1/2, Determine Complete HIV Kit, 100 Tests",,100,2835,1352,89,0.89,353.75
"Darunavir 600mg [Prezista], tablets, 60 Tabs","Darunavir 600mg [Prezista], tablets, 60 Tabs",600mg,60,80,13,66.6,1.11,5.48
"Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate 600/300/300mg, tablets, 30 Tabs","Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate 600/300/300mg, tablets, 30 Tabs",600/300/300mg,30,13736,See ASN-33269 (ID#:25323),9.5,0.32,153.59
"HIV 1/2, Determine HIV Kit, without Lancets, 100 Tests","HIV 1/2, Determine HIV Kit, without Lancets, 100 Tests",,100,180,42,70,0.7,24.7
"Stavudine 1mg/ml, powder for oral solution w/syringe, 200 ml","Stavudine 1mg/ml, powder for oral solution w/syringe, 200 ml",1mg/ml,200,300,See ASN-18919 (ID#:14578),1.25,0.01,0.46
"HIV 1/2, Determine Complete HIV Kit, 100 Tests","HIV 1/2, Determine Complete HIV Kit, 100 Tests",,100,3056,1241,89,0.89,336.44
"HIV 1/2, Determine Complete HIV Kit, 100 Tests","HIV 1/2, Determine Complete HIV Kit, 100 Tests",,100,4000,1624,100,1,411.2
"HIV 1/2, Determine Complete HIV Kit, 100 Tests","HIV 1/2, Determine Complete HIV Kit, 100 Tests",,100,2835,1352,89,0.89,353.75
"Chase Buffer, Determine, 100 Tests, 2.5ml x 1 Vial","Chase Buffer, Determine, 100 Tests, 2.5ml x 1 Vial",,1,39,See ASN-29141 (ID#:63419),5,5,0.2
"Lopinavir/Ritonavir 80/20mg/ml [Kaletra], oral solution, cool, Bottle 5 x 60 ml","Lopinavir/Ritonavir 80/20mg/ml [Kaletra], oral solution, cool, Bottle 5 x 60 ml",80/20mg/ml,300,340,336,30.82,0.1,12.96
"HIV 1/2, Uni-Gold HIV Kit, 20 Tests","HIV 1/2, Uni-Gold HIV Kit, 20 Tests",,20,2400,See ASN-5953 (ID#:39606),32,1.6,165.58
"Efavirenz 600mg, tablets, 30 Tabs","Efavirenz 600mg, tablets, 30 Tabs",600mg,30,90273,Weight Captured Separately,4.51,0.15,671.77
"HIV 1/2, Uni-Gold HIV Kit, 20 Tests","HIV 1/2, Uni-Gold HIV Kit, 20 Tests",,20,2600,775,32,1.6,97.93
"HIV 1/2, Determine Complete HIV Kit, 100 Tests","HIV 1/2, Determine Complete HIV Kit, 100 Tests",,100,3094,1477,80,0.8,408.41
"Capillary Tubes, for Determine, EDTA, 50uL,100 Pcs","Capillary Tubes, for Determine, EDTA, 50uL,100 Pcs",,100,4,2,8,0.08,0.05
"Lopinavir/Ritonavir 100/25mg [Aluvia], tablets, 60 Tabs","Lopinavir/Ritonavir 100/25mg [Aluvia], tablets, 60 Tabs",100/25mg,60,9253,1065,5.94,0.1,56.5
"Didanosine 250mg, delayed-release capsules, 30 Caps","Didanosine 250mg, delayed-release capsules, 30 Caps",250mg,30,3,Weight Captured Separately,15.25,0.51,0.05
"Nevirapine 200mg, tablets, 60 Tabs","Nevirapine 200mg, tablets, 60 Tabs",200mg,60,7700,See ASN-30940 (ID#:51233),2.16,0.04,19.58
"Abacavir 300mg, tablets, 60 Tabs","Abacavir 300mg, tablets, 60 Tabs",300mg,60,47,Weight Captured Separately,77.15,1.29,4.49
"HIV 1/2, Determine Complete HIV Kit, 100 Tests","HIV 1/2, Determine Complete HIV Kit, 100 Tests",,100,97,See ASN-32231 (ID#:13648),80,0.8,9.13
"Lopinavir/Ritonavir 200/50mg [Aluvia], tablets, 120 Tabs","Lopinavir/Ritonavir 200/50mg [Aluvia], tablets, 120 Tabs",200/50mg,120,7000,1714,60.82,0.51,437.66
"Lamivudine/Stavudine 150/30mg, tablets, 60 Tabs","Lamivudine/Stavudine 150/30mg, tablets, 60 Tabs",150/30mg,60,384,30,2.49,0.04,1.18
"HIV 1/2, Determine Complete HIV Kit, 100 Tests","HIV 1/2, Determine Complete HIV Kit, 100 Tests",,100,7243,1247,89,0.89,1389.82
"HIV 1/2, Uni-Gold HIV Kit, 20 Tests","HIV 1/2, Uni-Gold HIV Kit, 20 Tests",,20,4200,1462,32,1.6,263.42
"HIV 1/2, Determine Complete HIV Kit, 100 Tests","HIV 1/2, Determine Complete HIV Kit, 100 Tests",,100,2128,1022,89,0.89,312.5
"Abacavir/Lamivudine 600/300mg, tablets, 30 Tabs","Abacavir/Lamivudine 600/300mg, tablets, 30 Tabs",600/300mg,30,14000,1428,14.5,0.48,251.11
"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs","Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",150/300/200mg,60,39449,5714,8.1,0.13,395.27
"Ritonavir 100mg [Norvir], capsules, cool, 4 x 84 Caps","Ritonavir 100mg [Norvir], capsules, cool, 4 x 84 Caps",100mg,336,680,1299,38.36,0.11,51.13
"Lopinavir/Ritonavir 80/20mg/ml [Kaletra], oral solution, cool, Bottle 5 x 60 ml","Lopinavir/Ritonavir 80/20mg/ml [Kaletra], oral solution, cool, Bottle 5 x 60 ml",80/20mg/ml,300,610,708,30.82,0.1,19.33
"HIV 1/2, Determine Complete HIV Kit, 100 Tests","HIV 1/2, Determine Complete HIV Kit, 100 Tests",,100,3125,1581,80,0.8,257
"Ritonavir 100mg [Norvir], film coated tablets, 60 Tabs","Ritonavir 100mg [Norvir], film coated tablets, 60 Tabs",100mg,60,579,103,6.85,0.11,4.08
"Abacavir 20mg/ml, oral solution, Bottle, 240 ml","Abacavir 20mg/ml, oral solution, Bottle, 240 ml",20mg/ml,240,25,Weight Captured Separately,19,0.08,0.49
"Lamivudine/Tenofovir Disoproxil Fumarate 300/300mg, tablets, 30 Tabs","Lamivudine/Tenofovir Disoproxil Fumarate 300/300mg, tablets, 30 Tabs",300/300mg,30,19152,8351,4.62,0.15,109.45
"Efavirenz 50mg, capsule, 30 Caps","Efavirenz 50mg, capsule, 30 Caps",50mg,30,69,See ASN-20003 (ID#:38247),2.24,0.07,0.19
"Abacavir 300mg, tablets, 60 Tabs","Abacavir 300mg, tablets, 60 Tabs",300mg,60,120,12,14.93,0.25,2.96
"Capillary Tubes, for Determine, EDTA, 50uL,100 Pcs","Capillary Tubes, for Determine, EDTA, 50uL,100 Pcs",,100,100,See ASN-31338 (ID#:38992),8,0.08,0.94
"HIV 1/2, Stat-Pak HIV, Kit, 20 Tests","HIV 1/2, Stat-Pak HIV, Kit, 20 Tests",,20,25,7,29,1.45,0.9
"Indinavir 400mg [Crixivan], capsules, 180 Caps","Indinavir 400mg [Crixivan], capsules, 180 Caps",400mg,180,28,7,50,0.28,2.31
"HIV 1/2, Stat-Pak HIV, Kit, 20 Tests","HIV 1/2, Stat-Pak HIV, Kit, 20 Tests",,20,2388,740,31,1.55,76.1
"Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate 600/300/300mg, tablets, 30 Tabs","Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate 600/300/300mg, tablets, 30 Tabs",600/300/300mg,30,39600,5986,10.5,0.35,514.34
"Atazanavir/Ritonavir 300/100mg, tablets, 30 Tabs","Atazanavir/Ritonavir 300/100mg, tablets, 30 Tabs",300/100mg,30,10717,1400,18,0.6,198.31
"Chase Buffer, Determine, 100 Tests, 2.5ml x 1 Vial","Chase Buffer, Determine, 100 Tests, 2.5ml x 1 Vial",,1,3438,See ASN-26736 (ID#:64603),5,5,17.67
"Nevirapine 200mg, tablets, 60 Tabs","Nevirapine 200mg, tablets, 60 Tabs",200mg,60,85111,5437,2.9,0.05,532.15
"HIV 1/2, Stat-Pak HIV, Kit, 20 Tests","HIV 1/2, Stat-Pak HIV, Kit, 20 Tests",,20,360,112,32.5,1.62,13.77
"Saquinavir 200mg [Invirase], capsules, 270 Caps","Saquinavir 200mg [Invirase], capsules, 270 Caps",200mg,270,27,Weight Captured Separately,59.67,0.22,1.66
"HIV 1/2, Determine Complete HIV Kit, 100 Tests","HIV 1/2, Determine Complete HIV Kit, 100 Tests",,100,2744,1186,89,0.89,342.39
"HIV 1/2, Uni-Gold HIV Kit, 20 Tests","HIV 1/2, Uni-Gold HIV Kit, 20 Tests",,20,32,See ASN-26738 (ID#:15115),32,1.6,1.05
"Lopinavir/Ritonavir 200/50mg [Aluvia], tablets, 120 Tabs","Lopinavir/Ritonavir 200/50mg [Aluvia], tablets, 120 Tabs",200/50mg,120,3434,826,60.82,0.51,258.35
"Abacavir/Lamivudine 60/30mg, tablets, 60 Tabs","Abacavir/Lamivudine 60/30mg, tablets, 60 Tabs",60/30mg,60,9073,437,3.95,0.07,36.84
"HIV 1/2, Uni-Gold HIV Kit, 20 Tests","HIV 1/2, Uni-Gold HIV Kit, 20 Tests",,20,125,40,32,1.6,4.95
"HIV 1/2, Determine Complete HIV Kit, 100 Tests","HIV 1/2, Determine Complete HIV Kit, 100 Tests",,100,9330,3787,89,0.89,1027.17
"Atazanavir/Ritonavir 300/100mg, tablets, 30 Tabs","Atazanavir/Ritonavir 300/100mg, tablets, 30 Tabs",300/100mg,30,3905,See ASN-22712 (ID#:47413),20,0.67,96.61
"Lopinavir/Ritonavir 100/25mg [Aluvia], tablets, 60 Tabs","Lopinavir/Ritonavir 100/25mg [Aluvia], tablets, 60 Tabs",100/25mg,60,1305,150,7.71,0.13,16.6
"Nevirapine 200mg, tablets, 60 Tabs","Nevirapine 200mg, tablets, 60 Tabs",200mg,60,3000,See ASN-33146 (ID#:44860),2.16,0.04,7.63
"Zidovudine 100mg [Retrovir], capsules, 100 Caps","Zidovudine 100mg [Retrovir], capsules, 100 Caps",100mg,100,40,Weight Captured Separately,13.6,0.14,1.17
"Lopinavir/Ritonavir 200/50mg, tablets, 120 Tabs","Lopinavir/Ritonavir 200/50mg, tablets, 120 Tabs",200/50mg,120,740,183,37.5,0.31,59.83
"HIV 1/2, Determine Complete HIV Kit, 100 Tests","HIV 1/2, Determine Complete HIV Kit, 100 Tests",,100,3076,1249,89,0.89,338.65
"Zidovudine 300mg, tablets, 60 Tabs","Zidovudine 300mg, tablets, 60 Tabs",300mg,60,25932,1548,5.43,0.09,144.75
"Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate 600/300/300mg, tablets, 30 Tabs","Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate 600/300/300mg, tablets, 30 Tabs",600/300/300mg,30,14016,1955,10.5,0.35,151.29
"Lopinavir/Ritonavir 100/25mg [Aluvia], tablets, 60 Tabs","Lopinavir/Ritonavir 100/25mg [Aluvia], tablets, 60 Tabs",100/25mg,60,14322,See ASN-31449 (ID#:41304),5.94,0.1,100.13
"HIV 1/2, Uni-Gold HIV Kit, 20 Tests","HIV 1/2, Uni-Gold HIV Kit, 20 Tests",,20,385,129,32,1.6,20.33
"Lopinavir/Ritonavir 80/20mg/ml [Kaletra], oral solution, cool, Bottle 5 x 60 ml","Lopinavir/Ritonavir 80/20mg/ml [Kaletra], oral solution, cool, Bottle 5 x 60 ml",80/20mg/ml,300,23,53,60.82,0.2,1.44
"HIV 1/2, Determine Complete HIV Kit, 100 Tests","HIV 1/2, Determine Complete HIV Kit, 100 Tests",,100,655,2,100,1,81.02
"HIV 1/2, OraQuick Advance HIV Rapid Antibody Kit, 100 Tests","HIV 1/2, OraQuick Advance HIV Rapid Antibody Kit, 100 Tests",,100,20,48,350,3.5,13.72
"HIV 1/2, Uni-Gold HIV Kit, 20 Tests","HIV 1/2, Uni-Gold HIV Kit, 20 Tests",,20,73,See ASN-28279 (ID#:13547),32,1.6,2.4
"Lamivudine 10mg/ml, oral solution, Bottle, 240 ml","Lamivudine 10mg/ml, oral solution, Bottle, 240 ml",10mg/ml,240,40040,Weight Captured Separately,2.06,0.01,136.1
"HIV 1/2, Bioline 3.0 Diluent, 25 Tests, Bottle x 5 ml","HIV 1/2, Bioline 3.0 Diluent, 25 Tests, Bottle x 5 ml",,1,164,See ASN-11929 (ID#:61871),0.9,0.9,0.24
"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs","Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",150/300mg,60,11623,See ASN-18662 (ID#:38299),7,0.12,100.64
"HIV 1/2, Uni-Gold HIV Kit, 20 Tests","HIV 1/2, Uni-Gold HIV Kit, 20 Tests",,20,670,234,32,1.6,42.02
"HIV 1/2, Determine Complete HIV Kit, 100 Tests","HIV 1/2, Determine Complete HIV Kit, 100 Tests",,100,1800,885,80,0.8,237.6
"HIV 1/2, Determine HIV Kit, without Lancets, 100 Tests","HIV 1/2, Determine HIV Kit, without Lancets, 100 Tests",,100,7500,1703,77.7,0.78,961.54
"HIV 1/2, SKB Colloidal Gold, Diagnostic Kit, Antibody, 50 Tests","HIV 1/2, SKB Colloidal Gold, Diagnostic Kit, Antibody, 50 Tests",,1,7527,5020,24.5,24.5,189.58
"HIV 1/2, Uni-Gold HIV Kit, 20 Tests","HIV 1/2, Uni-Gold HIV Kit, 20 Tests",,20,15,5,32,1.6,0.59
"Didanosine EC 400mg [Videx EC], delayed-release capsules, Blister 3 x 10 Caps","Didanosine EC 400mg [Videx EC], delayed-release capsules, Blister 3 x 10 Caps",400mg,30,240,12,18.34,0.61,7.26
"HIV 1/2, Determine Complete HIV Kit, 100 Tests","HIV 1/2, Determine Complete HIV Kit, 100 Tests",,100,2520,1201,89,0.89,370.06
"Tenofovir Disoproxil Fumarate 300mg, tablets, 30 Tabs","Tenofovir Disoproxil Fumarate 300mg, tablets, 30 Tabs",300mg,30,8000,See ASN-30941 (ID#:32306),3.55,0.12,29.2
"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs","Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",150/300/200mg,60,32190,4093,8.13,0.14,323.73
"Lamivudine 150mg, tablets, 60 Tabs","Lamivudine 150mg, tablets, 60 Tabs",150mg,60,783,Weight Captured Separately,9.76,0.16,9.45
"HIV 1/2, Uni-Gold HIV Kit, 20 Tests","HIV 1/2, Uni-Gold HIV Kit, 20 Tests",,20,167,60,32,1.6,7.49
"HIV 1/2, Determine Complete HIV Kit, 100 Tests","HIV 1/2, Determine Complete HIV Kit, 100 Tests",,100,1750,842,80,0.8,301.84
"Lopinavir/Ritonavir 80/20mg/ml [Kaletra], oral solution, cool, Bottle 5 x 60 ml","Lopinavir/Ritonavir 80/20mg/ml [Kaletra], oral solution, cool, Bottle 5 x 60 ml",80/20mg/ml,300,2,Weight Captured Separately,23.45,0.08,0.06
"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs","Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",150/300/200mg,60,53239,7696,8.1,0.13,533.44
"Didanosine 400mg, delayed-release capsules, 30 Caps","Didanosine 400mg, delayed-release capsules, 30 Caps",400mg,30,240,19,20,0.67,5.94
"Efavirenz 600mg, tablets, 30 Tabs","Efavirenz 600mg, tablets, 30 Tabs",600mg,30,96224,7556,4.3,0.14,682.71
"Raltegravir 400mg [Isentress], tablets, 60 Tabs","Raltegravir 400mg [Isentress], tablets, 60 Tabs",400mg,60,35,Weight Captured Separately,65.75,1.1,2.37
"Didanosine 400mg, delayed-release capsules, 30 Caps","Didanosine 400mg, delayed-release capsules, 30 Caps",400mg,30,750,See ASN-9567 (ID#:15946),20,0.67,32.34
"Nevirapine 200mg, tablets, 60 Tabs","Nevirapine 200mg, tablets, 60 Tabs",200mg,60,300,Weight Captured Separately,22.25,0.37,14.39
"Lopinavir/Ritonavir 80/20mg/ml [Kaletra], oral solution, cool, Bottle 5 x 60 ml","Lopinavir/Ritonavir 80/20mg/ml [Kaletra], oral solution, cool, Bottle 5 x 60 ml",80/20mg/ml,300,1500,1374,30.82,0.1,64.81
"HIV 1/2, Uni-Gold HIV Kit, 20 Tests","HIV 1/2, Uni-Gold HIV Kit, 20 Tests",,20,6900,2262,32,1.6,273.13
"Lopinavir/Ritonavir 100/25mg [Aluvia], tablets, 60 Tabs","Lopinavir/Ritonavir 100/25mg [Aluvia], tablets, 60 Tabs",100/25mg,60,45,Weight Captured Separately,6.25,0.1,0.35
"HIV 1/2, Determine Complete HIV Kit, 100 Tests","HIV 1/2, Determine Complete HIV Kit, 100 Tests",,100,3067,1228,89,0.89,337.66
"HIV 1/2, Stat-Pak Dipstick Assay Kit, 30 Tests","HIV 1/2, Stat-Pak Dipstick Assay Kit, 30 Tests",,30,345,37,27.6,0.92,9.79
"Abacavir 20mg/ml, oral solution w/syringe, Bottle, 240 ml","Abacavir 20mg/ml, oral solution w/syringe, Bottle, 240 ml",20mg/ml,240,171,Weight Captured Separately,27.04,0.11,5.72
"HIV 1/2, Bioline 3.0 Kit, Lancets, Capillary pipets, Alcohol swabs included, 25 Tests","HIV 1/2, Bioline 3.0 Kit, Lancets, Capillary pipets, Alcohol swabs included, 25 Tests",,25,3700,1281,20.5,0.82,77.97
"Ritonavir 100mg [Norvir], film coated tablets, 30 Tabs","Ritonavir 100mg [Norvir], film coated tablets, 30 Tabs",100mg,30,326,34,23.26,0.78,10.63
"Abacavir 20mg/ml [Ziagen], oral solution, Bottle, 240 ml","Abacavir 20mg/ml [Ziagen], oral solution, Bottle, 240 ml",20mg/ml,240,10000,3853,9.28,0.04,153.12
"Tenofovir Disoproxil Fumarate 300mg, tablets, 30 Tabs","Tenofovir Disoproxil Fumarate 300mg, tablets, 30 Tabs",300mg,30,43,Weight Captured Separately,19.12,0.64,0.85
"Efavirenz 600mg, tablets, 30 Tabs","Efavirenz 600mg, tablets, 30 Tabs",600mg,30,70,6,4.51,0.15,0.52
"HIV 1/2, Determine Complete HIV Kit, 100 Tests","HIV 1/2, Determine Complete HIV Kit, 100 Tests",,100,3015,1249,0,0,0
"Didanosine 2g [Videx], powder for oral solution 10mg/ml, reconstitute to 200 ml","Didanosine 2g [Videx], powder for oral solution 10mg/ml, reconstitute to 200 ml",2g,200,192,Weight Captured Separately,12.59,0.06,5.21
"Lopinavir/Ritonavir 200/50mg [Aluvia], tablets, 120 Tabs","Lopinavir/Ritonavir 200/50mg [Aluvia], tablets, 120 Tabs",200/50mg,120,9007,2020,36.16,0.3,702.19
"Tenofovir Disoproxil Fumarate 300mg, tablets, 30 Tabs","Tenofovir Disoproxil Fumarate 300mg, tablets, 30 Tabs",300mg,30,2856,See ASN-6341 (ID#:29298),7.5,0.25,46.18
"#109435**HIV, OraQuick Controls Kit, 3 Vials","#109435**HIV, OraQuick Controls Kit, 3 Vials",,3,10,6,25,8.33,0.49
"Chase Buffer, Determine, 100 Tests, 2.5ml x 1 Vial","Chase Buffer, Determine, 100 Tests, 2.5ml x 1 Vial",,1,81,See ASN-17088 (ID#:18269),5,5,0.57
"Nevirapine 200mg, tablets, 60 Tabs","Nevirapine 200mg, tablets, 60 Tabs",200mg,60,28800,3396,2.6,0.04,161.44
"Lopinavir/Ritonavir 80/20mg/ml [Kaletra], oral solution, cool, Bottle 5 x 60 ml","Lopinavir/Ritonavir 80/20mg/ml [Kaletra], oral solution, cool, Bottle 5 x 60 ml",80/20mg/ml,300,60,Weight Captured Separately,40.56,0.14,5.25
"HIV 1/2, Stat-Pak HIV, Kit, 20 Tests","HIV 1/2, Stat-Pak HIV, Kit, 20 Tests",,20,44,15,29,1.45,1.79
"Lopinavir/Ritonavir 80/20mg/ml [Kaletra], oral solution, cool, Bottle 5 x 60 ml","Lopinavir/Ritonavir 80/20mg/ml [Kaletra], oral solution, cool, Bottle 5 x 60 ml",80/20mg/ml,300,4,Weight Captured Separately,22.07,0.07,0.09
"HIV 1/2, Uni-Gold HIV Kit, 20 Tests","HIV 1/2, Uni-Gold HIV Kit, 20 Tests",,20,750,265,32,1.6,47.04
"Abacavir 300mg, tablets, 60 Tabs","Abacavir 300mg, tablets, 60 Tabs",300mg,60,20000,2069,11.09,0.18,228.01
"HIV 1/2, Stat-Pak HIV, Kit, 20 Tests","HIV 1/2, Stat-Pak HIV, Kit, 20 Tests",,20,19,5,29,1.45,0.77
"Tenofovir Disoproxil Fumarate 300mg, tablets, 30 Tabs","Tenofovir Disoproxil Fumarate 300mg, tablets, 30 Tabs",300mg,30,2906,Weight Captured Separately,18.69,0.62,67.17
"Lopinavir/Ritonavir 200/50mg [Aluvia], tablets, 120 Tabs","Lopinavir/Ritonavir 200/50mg [Aluvia], tablets, 120 Tabs",200/50mg,120,28000,7025,30.82,0.26,1423.88
"Lamivudine/Tenofovir Disoproxil Fumarate 300/300mg, tablets, 30 Tabs","Lamivudine/Tenofovir Disoproxil Fumarate 300/300mg, tablets, 30 Tabs",300/300mg,30,100440,See ASN-15514 (ID#:57392),4.79,0.16,674.51
"Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate 600/300/300mg, tablets, 30 Tabs","Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate 600/300/300mg, tablets, 30 Tabs",600/300/300mg,30,5500,647,14.1,0.47,108.73
"Lamivudine 10mg/ml, oral solution, Bottle, 240 ml","Lamivudine 10mg/ml, oral solution, Bottle, 240 ml",10mg/ml,240,50000,18417,2.06,0.01,169.95
"Ritonavir 100mg [Norvir], capsules, cool, 4 x 84 Caps","Ritonavir 100mg [Norvir], capsules, cool, 4 x 84 Caps",100mg,336,160,325,38.36,0.11,12.03
"Efavirenz 600mg, tablets, 30 Tabs","Efavirenz 600mg, tablets, 30 Tabs",600mg,30,12984,See ASN-24398 (ID#:18664),3.24,0.11,52.04
"Nevirapine 200mg, tablets, 60 Tabs","Nevirapine 200mg, tablets, 60 Tabs",200mg,60,55710,3204,2.34,0.04,182.77
"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs","Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",150/300mg,60,206,Weight Captured Separately,32.75,0.55,8.34
"Zidovudine 300mg, tablets, 60 Tabs","Zidovudine 300mg, tablets, 60 Tabs",300mg,60,19,Weight Captured Separately,27.11,0.45,0.64
"HIV 1/2, Stat-Pak HIV, Kit, 20 Tests","HIV 1/2, Stat-Pak HIV, Kit, 20 Tests",,20,1448,482,29,1.45,69.29
"Tenofovir Disoproxil Fumarate 300mg, tablets, 30 Tabs","Tenofovir Disoproxil Fumarate 300mg, tablets, 30 Tabs",300mg,30,132,Weight Captured Separately,22.6,0.75,3.69
"HIV 1/2, Determine Complete HIV Kit, 100 Tests","HIV 1/2, Determine Complete HIV Kit, 100 Tests",,100,1432,Weight Captured Separately,115,1.15,271.72
"Lamivudine/Nevirapine/Stavudine 150/200/30mg, tablets, 60 Tabs","Lamivudine/Nevirapine/Stavudine 150/200/30mg, tablets, 60 Tabs",150/200/30mg,60,9377,692,5.39,0.09,83.39
"Lopinavir/Ritonavir 80/20mg/ml [Kaletra], oral solution, cool, Bottle 5 x 60 ml","Lopinavir/Ritonavir 80/20mg/ml [Kaletra], oral solution, cool, Bottle 5 x 60 ml",80/20mg/ml,300,100,164,60.82,0.2,8.53
"Lopinavir/Ritonavir 80/20mg/ml [Kaletra], oral solution, cool, Bottle 5 x 60 ml","Lopinavir/Ritonavir 80/20mg/ml [Kaletra], oral solution, cool, Bottle 5 x 60 ml",80/20mg/ml,300,316,415,30.82,0.1,10.01
"Nevirapine 10mg/ml, oral suspension w/syringe, Bottle, 240 ml","Nevirapine 10mg/ml, oral suspension w/syringe, Bottle, 240 ml",10mg/ml,240,19060,7353,3.15,0.01,129.44
"Lopinavir/Ritonavir 200/50mg [Aluvia], tablets, 120 Tabs","Lopinavir/Ritonavir 200/50mg [Aluvia], tablets, 120 Tabs",200/50mg,120,5000,Weight Captured Separately,60.8,0.51,357.81
"Abacavir 20mg/ml [Ziagen], oral solution, Bottle, 240 ml","Abacavir 20mg/ml [Ziagen], oral solution, Bottle, 240 ml",20mg/ml,240,2244,870,9.28,0.04,34.36
"Lamivudine/Tenofovir Disoproxil Fumarate 300/300mg, tablets, 30 Tabs","Lamivudine/Tenofovir Disoproxil Fumarate 300/300mg, tablets, 30 Tabs",300/300mg,30,45632,4486,4.62,0.15,216.72
"Nevirapine 200mg, tablets, 60 Tabs","Nevirapine 200mg, tablets, 60 Tabs",200mg,60,48446,Weight Captured Separately,2.79,0.05,291.41
"Raltegravir 400mg [Isentress], tablets, 60 Tabs","Raltegravir 400mg [Isentress], tablets, 60 Tabs",400mg,60,3,Weight Captured Separately,65.75,1.1,0.2
