PROJECT_ID,MANAGED_BY,PRODUCT_GROUP,FULFILL_VIA,PQ_FIRST_SENT_TO_CLIENT_DATE,SUB_CLASSIFICATION
161-ZA-T30,PMO - US,ARV,Direct Drop,3/10/2011,Adult
104-CI-T30,PMO - US,ARV,Direct Drop,4/29/2013,Adult
116-ZA-T30,South Africa Field Office,ARV,Direct Drop,3/18/2013,Pediatric
161-ZA-T30,PMO - US,ARV,Direct Drop,11/26/2010,Adult
116-ZA-T30,PMO - US,ARV,Direct Drop,4/30/2014,Adult
110-ZM-T30,PMO - US,ARV,Direct Drop,10/11/2013,Adult
A01-CM-T50,PMO - US,ARV,Direct Drop,2/19/2015,Adult
116-ZA-T30,PMO - US,ARV,Direct Drop,10/8/2013,Adult
100-DO-T30,PMO - US,ARV,Direct Drop,7/16/2010,Adult
107-RW-T30,PMO - US,ARV,Direct Drop,12/23/2014,Pediatric
111-MZ-T30,PMO - US,ARV,Direct Drop,8/20/2009,Adult
108-VN-T30,PMO - US,ARV,Direct Drop,1/28/2015,Adult
108-VN-T30,PMO - US,ARV,Direct Drop,6/25/2009,Adult
106-HT-T30,PMO - US,ARV,Direct Drop,5/14/2012,Adult
102-MW-T30,PMO - US,HRDT,Direct Drop,2/22/2013,HIV test
116-ZA-T30,PMO - US,ARV,Direct Drop,4/30/2014,Adult
108-VN-T30,PMO - US,ARV,Direct Drop,10/15/2012,Pediatric
108-VN-T30,PMO - US,ARV,Direct Drop,10/20/2009,Adult
116-ZA-T30,PMO - US,ARV,Direct Drop,4/30/2014,Adult
133-NG-T30,PMO - US,HRDT,Direct Drop,6/10/2013,HIV test
103-ZW-T30,PMO - US,ARV,Direct Drop,4/19/2013,Pediatric
901-CM-T30,PMO - US,ARV,Direct Drop,8/19/2013,Adult
102-ML-T30,PMO - US,HRDT,Direct Drop,12/16/2013,HIV test - Ancillary
106-HT-T30,PMO - US,ARV,Direct Drop,5/14/2012,Adult
107-RW-T30,PMO - US,HRDT,Direct Drop,7/1/2009,HIV test
107-RW-T30,PMO - US,ARV,Direct Drop,6/30/2009,Adult
116-ZA-T30,PMO - US,ARV,Direct Drop,4/30/2014,Adult
102-SD-T30,PMO - US,HRDT,Direct Drop,8/30/2010,HIV test
109-TZ-T30,PMO - US,HRDT,Direct Drop,9/13/2012,HIV test
108-VN-T30,PMO - US,ARV,Direct Drop,3/22/2010,Adult
800-CM-T30,PMO - US,HRDT,Direct Drop,7/10/2013,HIV test
108-VN-T30,PMO - US,ARV,Direct Drop,4/8/2014,Adult
144-BW-T30,PMO - US,HRDT,Direct Drop,11/2/2009,HIV test - Ancillary
106-HT-T30,PMO - US,ARV,Direct Drop,9/24/2014,Adult
116-ZA-T30,PMO - US,ARV,Direct Drop,7/11/2013,Pediatric
105-GH-T30,PMO - US,ARV,Direct Drop,3/7/2014,Adult
116-ZA-T30,PMO - US,ARV,Direct Drop,9/11/2014,Pediatric
114-UG-T30,PMO - US,ARV,Direct Drop,5/17/2013,Adult
117-ET-T30,PMO - US,HRDT,Direct Drop,3/10/2015,HIV test
104-CI-T30,PMO - US,HRDT,Direct Drop,5/4/2012,HIV test
203-SZ-T30,PMO - US,HRDT,Direct Drop,9/3/2014,HIV test
104-CI-T30,PMO - US,ARV,Direct Drop,5/5/2011,Adult
109-TZ-T30,PMO - US,ARV,Direct Drop,7/3/2013,Adult
116-ZA-T30,PMO - US,ARV,Direct Drop,10/8/2009,Adult
116-ZA-T30,PMO - US,ARV,Direct Drop,7/11/2013,Adult
108-VN-T30,PMO - US,ARV,Direct Drop,1/29/2013,Adult
106-HT-T30,PMO - US,ARV,Direct Drop,11/3/2009,Pediatric
133-NG-T30,PMO - US,HRDT,Direct Drop,9/22/2014,HIV test
104-CI-T30,PMO - US,ARV,Direct Drop,9/19/2012,Adult
103-ZW-T30,PMO - US,ARV,Direct Drop,1/6/2015,Pediatric
105-SS-T30,PMO - US,HRDT,Direct Drop,7/18/2013,HIV test
109-TZ-T30,PMO - US,HRDT,Direct Drop,3/27/2014,HIV test
101-CD-T30,PMO - US,HRDT,Direct Drop,4/23/2014,HIV test
105-SS-T30,PMO - US,HRDT,Direct Drop,1/24/2013,HIV test
116-ZA-T30,PMO - US,ARV,Direct Drop,7/11/2013,Pediatric
103-KE-T30,PMO - US,HRDT,Direct Drop,5/24/2012,HIV test
114-UG-T30,PMO - US,HRDT,Direct Drop,4/29/2013,HIV test
106-HT-T30,PMO - US,ARV,Direct Drop,10/20/2010,Adult
900-TZ-T30,PMO - US,HRDT,Direct Drop,7/31/2012,HIV test
161-ZA-T30,PMO - US,ARV,Direct Drop,3/18/2010,Adult
200-UG-T30,PMO - US,HRDT,Direct Drop,7/23/2014,HIV test
133-NG-T30,PMO - US,HRDT,Direct Drop,6/10/2013,HIV test
111-MZ-T30,PMO - US,HRDT,Direct Drop,3/29/2012,HIV test
161-ZA-T30,PMO - US,ARV,Direct Drop,3/10/2011,Adult
161-ZA-T30,PMO - US,ARV,Direct Drop,8/31/2010,Adult
104-CI-T30,PMO - US,ARV,Direct Drop,7/30/2013,Pediatric
106-HT-T30,PMO - US,ARV,Direct Drop,1/6/2012,Adult
104-CI-T30,PMO - US,ARV,Direct Drop,4/29/2013,Pediatric
104-CI-T30,PMO - US,HRDT,Direct Drop,1/22/2014,HIV test
202-GT-T30,PMO - US,ARV,Direct Drop,1/17/2011,Pediatric
108-VN-T30,PMO - US,ARV,Direct Drop,7/25/2012,Adult
104-CI-T30,PMO - US,HRDT,Direct Drop,8/11/2011,HIV test
901-NA-T30,PMO - US,ARV,Direct Drop,7/30/2014,Adult
101-CD-T30,PMO - US,HRDT,Direct Drop,4/12/2013,HIV test - Ancillary
103-CM-T30,PMO - US,HRDT,Direct Drop,9/23/2014,HIV test
104-CI-T30,PMO - US,HRDT,Direct Drop,6/19/2009,HIV test
106-HT-T30,PMO - US,HRDT,Direct Drop,8/7/2010,HIV test
161-ZA-T30,PMO - US,ARV,Direct Drop,8/31/2010,Pediatric
102-BW-T30,PMO - US,HRDT,Direct Drop,7/27/2012,HIV test
107-RW-T30,PMO - US,HRDT,Direct Drop,6/7/2010,HIV test
112-NG-T30,PMO - US,ACT,Direct Drop,3/1/2012,ACT
133-NG-T30,PMO - US,HRDT,Direct Drop,7/17/2012,HIV test
111-MZ-T30,PMO - US,ARV,Direct Drop,11/18/2013,Adult
108-VN-T30,PMO - US,ARV,Direct Drop,4/14/2015,Adult
119-NA-T30,PMO - US,HRDT,Direct Drop,9/3/2009,HIV test
106-HT-T30,PMO - US,ARV,Direct Drop,1/30/2013,Pediatric
133-NG-T30,PMO - US,HRDT,Direct Drop,6/10/2013,HIV test
106-HT-T30,PMO - US,HRDT,Direct Drop,1/21/2014,HIV test
133-NG-T30,PMO - US,HRDT,Direct Drop,7/17/2012,HIV test
203-SZ-T30,PMO - US,HRDT,Direct Drop,9/3/2014,HIV test - Ancillary
104-CI-T30,PMO - US,ARV,Direct Drop,4/29/2013,Pediatric
111-MZ-T30,PMO - US,HRDT,Direct Drop,12/10/2009,HIV test
161-ZA-T30,PMO - US,ARV,Direct Drop,3/10/2011,Adult
114-UG-T30,PMO - US,HRDT,Direct Drop,11/11/2014,HIV test
111-MZ-T30,PMO - US,HRDT,Direct Drop,10/5/2011,HIV test
102-SD-T30,PMO - US,HRDT,Direct Drop,9/7/2011,HIV test - Ancillary
103-ZW-T30,PMO - US,ARV,Direct Drop,4/8/2014,Pediatric
116-ZA-T30,PMO - US,ARV,Direct Drop,4/30/2014,Adult
108-VN-T30,PMO - US,ARV,Direct Drop,10/24/2014,Adult
116-ZA-T30,PMO - US,ARV,Direct Drop,7/11/2013,Adult
101-CD-T30,PMO - US,HRDT,Direct Drop,3/10/2015,HIV test
108-VN-T30,PMO - US,ARV,Direct Drop,4/8/2014,Adult
106-HT-T30,PMO - US,ARV,Direct Drop,1/16/2013,Adult
102-KE-T30,PMO - US,HRDT,Direct Drop,7/23/2010,HIV test
111-MZ-T30,PMO - US,HRDT,Direct Drop,7/15/2009,HIV test
133-NG-T30,PMO - US,HRDT,Direct Drop,2/16/2011,HIV test
107-RW-T30,PMO - US,ARV,Direct Drop,8/9/2013,Adult
114-UG-T30,PMO - US,ARV,Direct Drop,7/8/2013,Adult
104-CI-T30,PMO - US,ARV,Direct Drop,11/5/2009,Adult
106-HT-T30,PMO - US,ARV,Direct Drop,9/24/2014,Pediatric
101-CD-T30,PMO - US,HRDT,Direct Drop,4/23/2014,HIV test
114-UG-T30,PMO - US,ARV,Direct Drop,1/28/2014,Adult
116-ZA-T30,PMO - US,ARV,Direct Drop,9/11/2014,Pediatric
106-HT-T30,PMO - US,ARV,Direct Drop,2/7/2013,Adult
105-GY-T30,PMO - US,ARV,Direct Drop,4/15/2013,Pediatric
116-ZA-T30,PMO - US,ARV,Direct Drop,3/10/2011,Adult
105-SS-T30,PMO - US,HRDT,Direct Drop,12/29/2014,HIV test - Ancillary
105-GY-T30,PMO - US,HRDT,Direct Drop,5/6/2013,HIV test
106-HT-T30,PMO - US,ARV,Direct Drop,4/27/2011,Adult
114-UG-T30,PMO - US,HRDT,Direct Drop,5/12/2014,HIV test
106-HT-T30,PMO - US,ARV,Direct Drop,8/21/2013,Adult
151-NG-T30,PMO - US,ARV,Direct Drop,8/13/2014,Adult
101-CD-T30,PMO - US,HRDT,Direct Drop,4/23/2014,HIV test - Ancillary
161-ZA-T30,PMO - US,ARV,Direct Drop,3/18/2010,Adult
117-ET-T30,PMO - US,HRDT,Direct Drop,3/10/2015,HIV test
116-ZA-T30,PMO - US,ARV,Direct Drop,9/11/2014,Adult
133-NG-T30,PMO - US,HRDT,Direct Drop,10/5/2012,HIV test
101-CD-T30,PMO - US,HRDT,Direct Drop,4/23/2014,HIV test
108-VN-T30,PMO - US,ARV,Direct Drop,5/3/2013,Adult
105-GH-T30,PMO - US,ARV,Direct Drop,8/11/2014,Pediatric
105-SS-T30,PMO - US,HRDT,Direct Drop,1/24/2013,HIV test
133-NG-T30,PMO - US,HRDT,Direct Drop,8/13/2013,HIV test
106-HT-T30,PMO - US,ARV,Direct Drop,8/21/2013,Adult
107-RW-T30,PMO - US,ARV,Direct Drop,10/26/2011,Pediatric
108-VN-T30,PMO - US,ARV,Direct Drop,4/14/2015,Adult
116-ZA-T30,PMO - US,ARV,Direct Drop,4/19/2010,Pediatric
106-HT-T30,PMO - US,ARV,Direct Drop,10/23/2009,Adult
133-NG-T30,PMO - US,HRDT,Direct Drop,6/10/2013,HIV test
151-NG-T30,PMO - US,ARV,Direct Drop,10/17/2013,Adult
108-VN-T30,PMO - US,ARV,Direct Drop,4/8/2014,Adult
103-ZW-T30,PMO - US,ARV,Direct Drop,10/27/2014,Pediatric
127-KE-T30,PMO - US,HRDT,Direct Drop,5/5/2011,HIV test
105-GY-T30,PMO - US,ARV,Direct Drop,10/11/2013,Pediatric
105-GY-T30,PMO - US,HRDT,Direct Drop,5/6/2013,HIV test
144-BW-T30,PMO - US,HRDT,Direct Drop,3/10/2009,HIV test
101-CD-T30,PMO - US,HRDT,Direct Drop,8/11/2014,HIV test
161-ZA-T30,PMO - US,ARV,Direct Drop,3/10/2011,Pediatric
105-DO-T30,PMO - US,HRDT,Direct Drop,6/21/2011,HIV test - Ancillary
108-VN-T30,PMO - US,ARV,Direct Drop,10/15/2012,Adult
109-TZ-T30,PMO - US,HRDT,Direct Drop,8/27/2009,HIV test
113-ZW-T30,PMO - US,HRDT,Direct Drop,9/16/2011,HIV test
107-RW-T30,PMO - US,HRDT,Direct Drop,6/28/2011,HIV test
117-ET-T30,PMO - US,HRDT,Direct Drop,6/3/2014,HIV test
102-MW-T30,PMO - US,HRDT,Direct Drop,8/1/2013,HIV test
106-HT-T30,PMO - US,ARV,Direct Drop,10/25/2010,Adult
133-NG-T30,PMO - US,HRDT,Direct Drop,4/28/2011,HIV test
108-VN-T30,PMO - US,ARV,Direct Drop,10/30/2014,Adult
901-CM-T30,PMO - US,ARV,Direct Drop,8/19/2013,Adult
116-ZA-T30,PMO - US,ARV,Direct Drop,7/11/2013,Adult
117-ET-T30,PMO - US,HRDT,Direct Drop,1/10/2012,HIV test
133-NG-T30,PMO - US,HRDT,Direct Drop,1/15/2010,HIV test
116-ZA-T30,PMO - US,ARV,Direct Drop,7/11/2013,Pediatric
109-TZ-T30,PMO - US,ARV,Direct Drop,7/3/2013,Adult
106-HT-T30,PMO - US,ARV,Direct Drop,1/16/2013,Adult
161-ZA-T30,PMO - US,ARV,Direct Drop,3/10/2011,Adult
116-ZA-T30,PMO - US,ARV,Direct Drop,9/11/2014,Adult
117-ET-T30,PMO - US,ARV,Direct Drop,4/28/2010,Adult
116-ZA-T30,PMO - US,ARV,Direct Drop,12/17/2009,Adult
103-ZW-T30,PMO - US,ARV,Direct Drop,5/29/2012,Pediatric
110-ZM-T30,PMO - US,HRDT,Direct Drop,5/2/2013,HIV test
116-ZA-T30,South Africa Field Office,ARV,Direct Drop,3/18/2013,Pediatric
133-NG-T30,PMO - US,HRDT,Direct Drop,6/10/2013,HIV test
102-BI-T30,PMO - US,HRDT,Direct Drop,1/6/2014,HIV test
116-ZA-T30,PMO - US,ARV,Direct Drop,7/11/2013,Pediatric
104-CI-T30,PMO - US,HRDT,Direct Drop,10/25/2013,HIV test
108-VN-T30,PMO - US,ARV,Direct Drop,4/11/2012,Adult
161-ZA-T30,PMO - US,ARV,Direct Drop,3/11/2011,Pediatric
116-ZA-T30,PMO - US,ARV,Direct Drop,4/30/2014,Adult
161-ZA-T30,PMO - US,ARV,Direct Drop,3/10/2011,Adult
109-TZ-T30,PMO - US,HRDT,Direct Drop,4/30/2013,HIV test
106-HT-T30,PMO - US,ARV,Direct Drop,11/3/2009,Pediatric
109-TZ-T30,PMO - US,ARV,Direct Drop,3/1/2010,Adult
108-VN-T30,PMO - US,ARV,Direct Drop,1/4/2009,Adult
144-BW-T30,PMO - US,HRDT,Direct Drop,9/9/2009,HIV test - Ancillary
111-MZ-T30,PMO - US,HRDT,Direct Drop,9/12/2012,HIV test - Ancillary
109-TZ-T30,PMO - US,ARV,Direct Drop,6/21/2010,Adult
116-ZA-T30,PMO - US,ARV,Direct Drop,12/17/2009,Pediatric
117-ET-T30,PMO - US,HRDT,Direct Drop,1/5/2012,HIV test
116-ZA-T30,PMO - US,ARV,Direct Drop,4/30/2014,Pediatric
119-NA-T30,PMO - US,HRDT,Direct Drop,7/17/2009,HIV test
109-TZ-T30,PMO - US,ARV,Direct Drop,2/28/2014,Adult
105-GY-T30,PMO - US,HRDT,Direct Drop,7/5/2012,HIV test
116-ZA-T30,PMO - US,ARV,Direct Drop,10/8/2013,Adult
104-CI-T30,PMO - US,ARV,Direct Drop,8/29/2011,Adult
900-UG-T30,PMO - US,ARV,Direct Drop,6/7/2012,Adult
106-HT-T30,PMO - US,ARV,Direct Drop,10/19/2011,Adult
161-ZA-T30,PMO - US,ARV,Direct Drop,3/10/2011,Pediatric
109-TZ-T30,PMO - US,ARV,Direct Drop,6/11/2009,Adult
108-VN-T30,PMO - US,ARV,Direct Drop,10/4/2013,Adult
107-RW-T30,PMO - US,ARV,Direct Drop,6/4/2012,Adult
116-ZA-T30,PMO - US,ARV,Direct Drop,7/11/2013,Adult
116-ZA-T30,PMO - US,ARV,Direct Drop,7/11/2013,Adult
133-NG-T30,PMO - US,HRDT,Direct Drop,2/4/2011,HIV test
116-ZA-T30,PMO - US,ARV,Direct Drop,7/11/2013,Adult
106-HT-T30,PMO - US,HRDT,Direct Drop,3/29/2011,HIV test
108-VN-T30,PMO - US,ARV,Direct Drop,1/17/2011,Adult
108-VN-T30,PMO - US,ARV,Direct Drop,12/15/2011,Pediatric
107-RW-T30,PMO - US,ARV,Direct Drop,4/18/2014,Pediatric
161-ZA-T30,PMO - US,ARV,Direct Drop,6/2/2010,Pediatric
108-VN-T30,PMO - US,ARV,Direct Drop,2/13/2015,Adult
161-ZA-T30,PMO - US,ARV,Direct Drop,3/11/2011,Pediatric
105-GH-T30,PMO - US,ARV,Direct Drop,4/12/2014,Adult
161-ZA-T30,PMO - US,ARV,Direct Drop,8/31/2010,Adult
116-ZA-T30,PMO - US,ARV,Direct Drop,9/11/2014,Adult
108-VN-T30,PMO - US,ARV,Direct Drop,3/22/2010,Adult
106-HT-T30,PMO - US,ARV,Direct Drop,10/22/2014,Adult
114-UG-T30,PMO - US,ARV,Direct Drop,11/25/2009,Adult
116-ZA-T30,PMO - US,ARV,Direct Drop,12/17/2009,Pediatric
104-CI-T30,PMO - US,HRDT,Direct Drop,3/9/2011,HIV test
114-UG-T30,PMO - US,HRDT,Direct Drop,5/12/2014,HIV test
116-ZA-T30,PMO - US,ARV,Direct Drop,10/8/2013,Pediatric
108-VN-T30,PMO - US,ARV,Direct Drop,4/14/2015,Adult
114-UG-T30,PMO - US,ARV,Direct Drop,3/15/2012,Adult
108-VN-T30,PMO - US,ARV,Direct Drop,12/15/2011,Pediatric
108-VN-T30,PMO - US,ARV,Direct Drop,2/7/2013,Adult
111-MZ-T30,PMO - US,HRDT,Direct Drop,6/20/2010,HIV test
116-ZA-T30,PMO - US,ARV,Direct Drop,4/19/2010,Pediatric
116-ZA-T30,South Africa Field Office,ARV,Direct Drop,3/18/2013,Pediatric
900-SS-T30,PMO - US,HRDT,Direct Drop,11/4/2011,HIV test
116-ZA-T30,PMO - US,ARV,Direct Drop,9/11/2014,Adult
900-TZ-T30,PMO - US,HRDT,Direct Drop,7/31/2012,HIV test
109-TZ-T30,PMO - US,ARV,Direct Drop,7/3/2013,Adult
102-GY-T30,PMO - US,HRDT,Direct Drop,1/11/2010,HIV test
161-ZA-T30,PMO - US,ARV,Direct Drop,6/2/2010,Adult
114-UG-T30,PMO - US,ARV,Direct Drop,12/13/2012,Pediatric
110-ZM-T30,PMO - US,HRDT,Direct Drop,12/16/2009,HIV test
114-UG-T30,PMO - US,ARV,Direct Drop,10/21/2009,Adult
106-HT-T30,PMO - US,ARV,Direct Drop,1/16/2013,Adult
104-CI-T30,PMO - US,ARV,Direct Drop,10/22/2013,Adult
108-VN-T30,PMO - US,ARV,Direct Drop,3/15/2010,Adult
116-ZA-T30,PMO - US,ARV,Direct Drop,10/29/2014,Adult
108-VN-T30,PMO - US,ARV,Direct Drop,12/15/2011,Pediatric
116-ZA-T30,PMO - US,ARV,Direct Drop,7/29/2009,Adult
900-SS-T30,PMO - US,HRDT,Direct Drop,8/15/2012,HIV test - Ancillary
133-NG-T30,PMO - US,HRDT,Direct Drop,6/10/2013,HIV test
108-VN-T30,PMO - US,ARV,Direct Drop,9/30/2010,Adult
114-UG-T30,PMO - US,HRDT,Direct Drop,4/10/2014,HIV test
161-ZA-T30,PMO - US,ARV,Direct Drop,6/2/2010,Pediatric
133-NG-T30,PMO - US,HRDT,Direct Drop,6/10/2013,HIV test
108-VN-T30,PMO - US,ARV,Direct Drop,3/22/2010,Adult
108-VN-T30,PMO - US,ARV,Direct Drop,9/30/2010,Adult
161-ZA-T30,PMO - US,ARV,Direct Drop,3/18/2010,Adult
108-VN-T30,PMO - US,ARV,Direct Drop,2/6/2014,Adult
104-CI-T30,PMO - US,HRDT,Direct Drop,2/28/2012,HIV test
114-UG-T30,PMO - US,ARV,Direct Drop,10/10/2012,Adult
100-GN-T30,PMO - US,HRDT,Direct Drop,1/20/2010,HIV test
108-VN-T30,PMO - US,ARV,Direct Drop,3/15/2010,Adult
108-VN-T30,PMO - US,ARV,Direct Drop,7/25/2012,Adult
102-GY-T30,PMO - US,HRDT,Direct Drop,1/11/2010,HIV test
109-TZ-T30,PMO - US,HRDT,Direct Drop,8/27/2009,HIV test
901-CM-T30,PMO - US,ARV,Direct Drop,8/19/2013,Adult
108-VN-T30,PMO - US,ARV,Direct Drop,1/17/2011,Adult
101-CD-T30,PMO - US,ARV,Direct Drop,3/19/2014,Adult
161-ZA-T30,PMO - US,ARV,Direct Drop,8/31/2010,Adult
102-GY-T30,PMO - US,HRDT,Direct Drop,1/11/2010,HIV test
113-ZW-T30,PMO - US,ARV,Direct Drop,4/1/2014,Adult
108-VN-T30,PMO - US,ARV,Direct Drop,1/4/2009,Adult
105-GY-T30,PMO - US,ARV,Direct Drop,7/29/2014,Adult
133-NG-T30,PMO - US,HRDT,Direct Drop,8/13/2013,HIV test
107-RW-T30,PMO - US,HRDT,Direct Drop,4/17/2014,HIV test
116-ZA-T30,PMO - US,ARV,Direct Drop,5/7/2009,Adult
108-VN-T30,PMO - US,ARV,Direct Drop,1/28/2010,Pediatric
106-HT-T30,PMO - US,ARV,Direct Drop,8/21/2013,Adult
101-CD-T30,PMO - US,HRDT,Direct Drop,3/10/2015,HIV test
116-ZA-T30,PMO - US,ARV,Direct Drop,7/11/2013,Adult
104-CI-T30,PMO - US,ARV,Direct Drop,11/4/2010,Adult
119-NA-T30,PMO - US,HRDT,Direct Drop,1/7/2010,HIV test
114-UG-T30,PMO - US,ARV,Direct Drop,7/8/2013,Adult
102-MW-T30,PMO - US,HRDT,Direct Drop,3/12/2012,HIV test
114-UG-T30,PMO - US,ARV,Direct Drop,11/16/2009,Adult
113-ZW-T30,PMO - US,ARV,Direct Drop,4/1/2014,Adult
105-GY-T30,PMO - US,ARV,Direct Drop,4/9/2014,Pediatric
161-ZA-T30,PMO - US,ARV,Direct Drop,8/31/2010,Pediatric
116-ZA-T30,PMO - US,ARV,Direct Drop,9/11/2014,Pediatric
105-SS-T30,PMO - US,HRDT,Direct Drop,12/29/2014,HIV test
901-CM-T30,PMO - US,ARV,Direct Drop,6/21/2013,Adult
107-RW-T30,PMO - US,HRDT,Direct Drop,6/21/2013,HIV test
116-ZA-T30,PMO - US,ARV,Direct Drop,9/11/2014,Pediatric
109-TZ-T30,PMO - US,HRDT,Direct Drop,6/24/2011,HIV test
111-MZ-T30,PMO - US,HRDT,Direct Drop,7/23/2012,HIV test
107-RW-T30,PMO - US,ARV,Direct Drop,1/15/2015,Pediatric
104-CI-T30,PMO - US,ARV,Direct Drop,4/15/2010,Pediatric
144-BW-T30,PMO - US,HRDT,Direct Drop,9/9/2009,HIV test
108-VN-T30,PMO - US,ARV,Direct Drop,3/22/2010,Adult
116-ZA-T30,PMO - US,ARV,Direct Drop,4/30/2014,Adult
101-CD-T30,PMO - US,HRDT,Direct Drop,1/22/2014,HIV test
161-ZA-T30,PMO - US,ARV,Direct Drop,3/18/2010,Adult
117-ET-T30,PMO - US,ARV,Direct Drop,1/26/2011,Adult
109-TZ-T30,PMO - US,ARV,Direct Drop,5/16/2013,Adult
116-ZA-T30,PMO - US,ARV,Direct Drop,9/11/2014,Adult
151-NG-T30,PMO - US,ARV,Direct Drop,11/19/2009,Adult
111-MZ-T30,PMO - US,ARV,Direct Drop,10/28/2014,Adult
109-TZ-T30,PMO - US,ARV,Direct Drop,7/26/2012,Adult
101-CD-T30,PMO - US,HRDT,Direct Drop,3/10/2015,HIV test
110-ZM-T30,PMO - US,ARV,Direct Drop,6/29/2010,Adult
105-SS-T30,PMO - US,HRDT,Direct Drop,12/29/2014,HIV test
116-ZA-T30,PMO - US,ARV,Direct Drop,4/30/2014,Adult
116-ZA-T30,PMO - US,ARV,Direct Drop,4/30/2014,Adult
105-GY-T30,PMO - US,ARV,Direct Drop,7/16/2013,Pediatric
116-ZA-T30,PMO - US,ARV,Direct Drop,9/11/2014,Pediatric
104-CI-T30,PMO - US,ARV,Direct Drop,10/22/2013,Adult
108-VN-T30,PMO - US,ARV,Direct Drop,3/22/2010,Adult
105-SS-T30,PMO - US,HRDT,Direct Drop,12/29/2014,HIV test - Ancillary
104-CI-T30,PMO - US,ARV,Direct Drop,4/22/2014,Adult
109-TZ-T30,PMO - US,ARV,Direct Drop,6/6/2011,Pediatric
116-ZA-T30,South Africa Field Office,ARV,Direct Drop,3/18/2013,Adult
105-DO-T30,PMO - US,HRDT,Direct Drop,6/4/2013,HIV test
108-VN-T30,PMO - US,ARV,Direct Drop,12/2/2009,Adult
107-RW-T30,PMO - US,ARV,Direct Drop,12/7/2011,Adult
108-VN-T30,PMO - US,ARV,Direct Drop,1/28/2015,Adult
900-TZ-T30,PMO - US,HRDT,Direct Drop,7/31/2012,HIV test
104-CI-T30,PMO - US,ARV,Direct Drop,11/5/2009,Adult
161-ZA-T30,PMO - US,ARV,Direct Drop,6/2/2010,Adult
116-ZA-T30,PMO - US,ARV,Direct Drop,9/11/2014,Adult
133-NG-T30,PMO - US,HRDT,Direct Drop,10/5/2012,HIV test
100-ZW-T30,PMO - US,HRDT,Direct Drop,2/2/2010,HIV test
108-VN-T30,PMO - US,ARV,Direct Drop,1/29/2013,Adult
108-VN-T30,PMO - US,ARV,Direct Drop,10/20/2009,Adult
116-ZA-T30,PMO - US,ARV,Direct Drop,4/30/2014,Adult
116-ZA-T30,PMO - US,ARV,Direct Drop,4/30/2014,Adult
116-ZA-T30,PMO - US,ARV,Direct Drop,7/11/2013,Adult
109-TZ-T30,PMO - US,HRDT,Direct Drop,1/25/2012,HIV test
105-SS-T30,PMO - US,HRDT,Direct Drop,7/18/2013,HIV test
109-TZ-T30,PMO - US,HRDT,Direct Drop,12/27/2010,HIV test
109-TZ-T30,PMO - US,ARV,Direct Drop,7/15/2013,Pediatric
116-ZA-T30,PMO - US,ARV,Direct Drop,12/17/2009,Pediatric
104-CI-T30,PMO - US,ARV,Direct Drop,6/3/2014,Pediatric
108-VN-T30,PMO - US,ARV,Direct Drop,1/4/2009,Adult
116-ZA-T30,PMO - US,ARV,Direct Drop,11/14/2013,Adult
107-RW-T30,PMO - US,ARV,Direct Drop,12/6/2011,Adult
117-ET-T30,PMO - US,ARV,Direct Drop,1/26/2012,Pediatric
116-ZA-T30,PMO - US,ARV,Direct Drop,9/11/2014,Adult
161-ZA-T30,PMO - US,ARV,Direct Drop,8/31/2010,Adult
108-VN-T30,PMO - US,ARV,Direct Drop,7/25/2012,Pediatric
107-RW-T30,PMO - US,ARV,Direct Drop,1/13/2012,Adult
116-ZA-T30,PMO - US,ARV,Direct Drop,9/11/2014,Pediatric
114-UG-T30,PMO - US,ARV,Direct Drop,8/19/2013,Pediatric
114-UG-T30,PMO - US,ARV,Direct Drop,11/16/2009,Adult
111-MZ-T30,PMO - US,HRDT,Direct Drop,11/16/2010,HIV test
161-ZA-T30,PMO - US,ARV,Direct Drop,11/26/2010,Adult
107-RW-T30,PMO - US,ARV,Direct Drop,1/6/2010,Adult
104-CI-T30,PMO - US,HRDT,Direct Drop,12/14/2012,HIV test
106-HT-T30,PMO - US,ARV,Direct Drop,4/20/2012,Pediatric
108-VN-T30,PMO - US,ARV,Direct Drop,10/20/2009,Adult
106-HT-T30,PMO - US,ARV,Direct Drop,10/22/2014,Adult
109-TZ-T30,PMO - US,HRDT,Direct Drop,8/27/2009,HIV test
104-CI-T30,PMO - US,HRDT,Direct Drop,3/9/2011,HIV test
108-VN-T30,PMO - US,ARV,Direct Drop,1/10/2013,Adult
109-TZ-T30,PMO - US,ARV,Direct Drop,1/21/2014,Adult
101-CD-T30,PMO - US,HRDT,Direct Drop,6/5/2012,HIV test
105-SS-T30,PMO - US,HRDT,Direct Drop,7/18/2013,HIV test - Ancillary
108-VN-T30,PMO - US,ARV,Direct Drop,2/6/2014,Adult
116-ZA-T30,PMO - US,ARV,Direct Drop,5/7/2009,Adult
116-ZA-T30,PMO - US,ARV,Direct Drop,4/30/2014,Adult
116-ZA-T30,PMO - US,ARV,Direct Drop,2/20/2015,Pediatric
111-MZ-T30,PMO - US,HRDT,Direct Drop,8/4/2009,HIV test
901-CM-T30,PMO - US,ARV,Direct Drop,8/19/2013,Adult
116-ZA-T30,PMO - US,ARV,Direct Drop,9/11/2014,Adult
108-VN-T30,PMO - US,ARV,Direct Drop,4/8/2014,Adult
