ORDER_ID,FREIGHT_COST,SHIPMENT_MODE,DELIVERY_RECORDED_DATE
SCMS-176390,1180.73,Air,0013-08-20
SCMS-80820,13765.81,Air,0010-11-12
SCMS-50180,23097.81,Air,0009-09-29
SCMS-103110,23826.25,Air,0011-07-12
SCMS-205920,9061.84,Air,0013-12-17
SCMS-198541,20416.03,Air,0013-11-21
SCMS-57600,9689.81,Air,0010-04-07
SCMS-261140,3428.37,Air,0015-04-24
SCMS-239710,40965.77,Air,0014-08-27
SCMS-225720,1393.29,Air,0014-08-26
SCMS-259078,Freight Included in Commodity Cost,Truck,0015-07-24
SCMS-180970,6806.86,Ocean,0013-09-02
SCMS-189030,See ASN-20003 (ID#:38247),Air,0013-07-01
SCMS-104400,160.52,Ocean,0011-10-05
SCMS-272160,See ASN-31338 (ID#:38992),Air,0015-06-05
SCMS-190750,130,Air,0013-07-17
SCMS-108910,290,Air,0012-02-13
SCMS-239760,5718.39,Air,0014-08-07
SCMS-210510,2549.52,Ocean,0014-05-12
SCMS-254180,11732.9,Air,0015-06-04
SCMS-239710,See ASN-26736 (ID#:64603),Air,0014-08-27
SCMS-68760,9205.05,Air,0010-07-27
SCMS-280480,1414.69,Air,0015-04-27
SCMS-259078,Freight Included in Commodity Cost,Truck,0015-07-24
SCMS-162440,24927.19,Air,0013-01-09
SCMS-239410,See ASN-26738 (ID#:15115),Air,0014-09-16
SCMS-188571,3315.82,Air,0013-10-04
SCMS-254770,4659.75,Air,0015-04-13
SCMS-176921,1412.9,Air,0013-06-29
SCMS-210350,61637.1,Air,0013-12-16
SCMS-210530,See ASN-22712 (ID#:47413),Air,0014-01-29
SCMS-126460,2682.48,Air,0012-02-02
SCMS-285490,See ASN-33146 (ID#:44860),Air,0015-09-07
SCMS-71370,Freight Included in Commodity Cost,Truck,0010-05-31
SCMS-57200,2418.62,Air,0010-04-08
SCMS-196561,20705.23,Air,0013-11-17
SCMS-212690,11663.16,Air,0014-04-15
SCMS-236120,6194.69,Air,0014-11-04
SCMS-261580,See ASN-31449 (ID#:41304),Air,0015-04-23
SCMS-109240,2039.73,Air,0011-08-18
SCMS-211570,926.13,Air,0014-03-07
SCMS-190770,5110.28,Air,0013-07-29
SCMS-41840,1681.44,Air,0010-03-01
SCMS-253260,See ASN-28279 (ID#:13547),Air,0014-11-20
SCMS-103810,Freight Included in Commodity Cost,Ocean,0011-12-06
SCMS-117370,See ASN-11929 (ID#:61871),Air,0011-09-12
SCMS-164580,See ASN-18662 (ID#:38299),Air,0013-04-03
SCMS-52773,3163.87,Air,0009-11-17
SCMS-122760,17806.34,Air,0011-12-22
SCMS-115790,25501.1,Air,0011-09-04
SCMS-244860,78813.53,Air,0014-08-06
SCMS-203130,572.55,Air,0013-10-21
SCMS-91000,450,Air,0011-03-30
SCMS-108740,28669.23,Air,0011-08-31
SCMS-263660,See ASN-30941 (ID#:32306),Air,0015-04-01
SCMS-204300,34441.93,Air,0013-10-18
SCMS-199289,Freight Included in Commodity Cost,Truck,0014-08-29
SCMS-133530,911.32,Air,0012-08-28
SCMS-64780,14829.77,Air,0010-05-15
SCMS-199287,Freight Included in Commodity Cost,Truck,0014-08-13
SCMS-198771,33442.63,Air,0013-12-27
SCMS-176220,971.7,Air,0013-03-11
SCMS-103680,9582.53,Ocean,0011-12-01
SCMS-259077,Freight Included in Commodity Cost,Truck,0015-07-24
SCMS-72390,See ASN-9567 (ID#:15946),Air,0011-02-14
SCMS-60170,Freight Included in Commodity Cost,Truck,0009-12-29
SCMS-149110,9299.26,Air,0013-04-25
SCMS-189250,27038.58,Air,0013-07-24
SCMS-183950,Freight Included in Commodity Cost,Truck,0013-04-16
SCMS-196560,13325.65,Air,0013-09-18
SCMS-223460,946.77,Air,0014-03-24
SCMS-199289,Freight Included in Commodity Cost,Truck,0014-08-29
SCMS-215030,13222.33,Air,0014-02-11
SCMS-145330,404.78,Air,0012-10-27
SCMS-104190,4228.61,Ocean,0012-01-09
SCMS-238554,Freight Included in Commodity Cost,Truck,0014-10-03
SCMS-103510,9951.38,Ocean,0011-10-25
SCMS-189360,20906.77,Air,0013-09-16
SCMS-58010,Freight Included in Commodity Cost,Air,0010-02-24
SCMS-66920,9169.63,Air,0010-07-28
SCMS-62470,See ASN-6341 (ID#:29298),Air,0010-04-01
SCMS-54130,402.42,Air,0010-03-01
SCMS-162160,See ASN-17088 (ID#:18269),Air,0012-12-25
SCMS-76980,16416.58,Air,0010-08-07
SCMS-60190,Freight Included in Commodity Cost,Truck,0009-12-29
SCMS-133360,529.4,Air,0012-03-27
SCMS-238572,Freight Included in Commodity Cost,Truck,0014-08-26
SCMS-50140,2906.31,Air,0009-08-31
SCMS-231090,9716.76,Air,0014-06-24
SCMS-153860,296.52,Air,0012-09-18
SCMS-215370,Freight Included in Commodity Cost,Truck,0014-02-06
SCMS-124780,46002.44,Air,0011-12-22
SCMS-149411,See ASN-15514 (ID#:57392),Air,0012-07-27
SCMS-126310,4877.34,Air,0011-12-22
SCMS-103830,11534.48,Ocean,0012-01-27
SCMS-47740,2278.11,Air,0009-09-09
SCMS-210150,See ASN-24398 (ID#:18664),Air,0014-04-23
SCMS-149430,19625.64,Air,0012-07-20
SCMS-199289,Freight Included in Commodity Cost,Truck,0014-08-29
SCMS-199289,Freight Included in Commodity Cost,Truck,0014-08-29
SCMS-100510,3060.82,Air,0011-05-25
SCMS-199283,Freight Included in Commodity Cost,Truck,0014-08-27
SCMS-106780,Freight Included in Commodity Cost,Air,0011-07-25
SCMS-97820,8494.45,Air,0011-04-13
SCMS-134870,742.1,Air,0012-06-27
SCMS-238800,4399.65,Air,0014-07-22
SCMS-75480,4876.34,Air,0010-12-08
SCMS-277290,Invoiced Separately,Air,0015-08-12
SCMS-104220,3755.91,Ocean,0012-01-09
SCMS-236710,20394.49,Air,0014-10-13
SCMS-84210,Freight Included in Commodity Cost,Ocean,0011-05-05
SCMS-259079,Freight Included in Commodity Cost,Truck,0015-08-24
SCMS-69720,See ASN-7237 (ID#:50231),Air,0010-07-02
SCMS-263050,1604.56,Air,0015-03-26
SCMS-58240,845.1,Air,0010-04-21
SCMS-60190,Freight Included in Commodity Cost,Truck,0009-12-29
SCMS-106590,37173.01,Air,0011-07-12
SCMS-239750,1899.22,Air,0014-06-28
SCMS-215370,Freight Included in Commodity Cost,Truck,0014-02-06
SCMS-285490,Invoiced Separately,Air,0015-09-07
SCMS-142300,527,Air,0012-05-10
SCMS-131650,See ASN-14875 (ID#:35053),Air,0012-06-05
SCMS-177620,11077.85,Air,0013-08-01
SCMS-81030,2572.68,Air,0010-09-29
SCMS-71370,Freight Included in Commodity Cost,Truck,0010-05-31
SCMS-183950,Freight Included in Commodity Cost,Truck,0013-04-16
SCMS-127500,1504.59,Air,0012-02-09
SCMS-259074,Freight Included in Commodity Cost,Truck,0015-03-09
SCMS-157661,7765.61,Air,0012-11-30
SCMS-198780,17907.7,Air,0013-09-24
SCMS-63870,6558.08,Air,0010-03-04
SCMS-75540,8559.24,Ocean,0010-10-22
SCMS-173450,1203.4,Air,0013-04-22
SCMS-60711,14582.14,Air,0010-04-26
SCMS-52570,1072.35,Air,0009-12-03
SCMS-176320,1119.09,Air,0013-03-11
SCMS-217340,3587.34,Air,0014-07-31
SCMS-68780,10263.55,Air,0010-06-22
SCMS-267020,Freight Included in Commodity Cost,Truck,0014-12-10
SCMS-131650,See ASN-14875 (ID#:35053),Air,0012-06-05
SCMS-51250,Freight Included in Commodity Cost,Truck,0009-08-24
SCMS-157880,See ASN-16852 (ID#:25990),Air,0012-12-13
SCMS-196560,13325.5,Air,0013-09-24
SCMS-87770,See ASN-9407 (ID#:17697),Air,0011-02-09
SCMS-237180,660.77,Air,0015-04-20
SCMS-75480,4876.34,Air,0010-12-13
SCMS-196561,21084.84,Air,0013-11-17
SCMS-69711,17031.91,Air,0010-08-13
SCMS-87780,See ASN-9408 (ID#:39263),Air,0011-02-16
SCMS-69030,1697.9,Air,0010-09-20
SCMS-226230,520.19,Air,0014-07-02
SCMS-141420,28142.92,Air,0012-05-31
SCMS-162750,989,Air,0013-02-13
SCMS-63890,1804.2,Air,0010-03-23
SCMS-68370,8711.4,Air,0010-08-03
SCMS-156320,See ASN-17177 (ID#:18240),Air,0012-12-05
SCMS-63860,2058.84,Air,0010-04-05
SCMS-52772,3174.13,Air,0010-05-24
SCMS-204301,11067.86,Air,0013-12-04
SCMS-98050,See ASN-11023 (ID#:37963),Air,0011-06-22
SCMS-234230,734.66,Air,0014-09-16
SCMS-83830,7905.94,Ocean,0011-01-06
SCMS-63880,386.16,Air,0010-03-04
SCMS-240570,29257.65,Air Charter,0014-09-19
SCMS-62460,See ASN-6355 (ID#:16828),Air,0010-03-29
SCMS-256490,2531.62,Air,0014-12-16
SCMS-210351,57017.68,Air,0014-03-19
SCMS-239700,14125.63,Air,0014-10-17
SCMS-49660,Freight Included in Commodity Cost,Truck,0009-08-12
SCMS-64410,2658.09,Air,0010-04-08
SCMS-210490,11656.59,Air,0014-02-18
SCMS-280220,See ASN-32231 (ID#:13648),Air,0015-07-29
SCMS-199283,Freight Included in Commodity Cost,Truck,0014-08-27
SCMS-91840,13562.35,Air,0011-01-14
SCMS-62731,1691.15,Air,0010-06-30
SCMS-198720,See ASN-21627 (ID#:48945),Ocean,0013-11-13
SCMS-141450,1470.09,Air,0012-05-23
SCMS-58130,985.78,Air,0010-03-10
SCMS-240570,27376.22,Air Charter,0014-09-19
SCMS-235750,828.23,Air,0014-08-12
SCMS-83830,11138.89,Ocean,0011-01-06
SCMS-259073,Freight Included in Commodity Cost,Truck,0015-02-12
SCMS-272150,See ASN-31765 (ID#:41640),Air,0015-07-29
SCMS-196530,15773.2,Air,0013-08-28
SCMS-198222,26266.34,Air,0014-03-27
SCMS-259084,Freight Included in Commodity Cost,Truck,0015-07-14
SCMS-114990,22523.12,Air,0011-10-05
SCMS-157230,See ASN-16634 (ID#:46858),Air,0012-10-18
SCMS-276400,929.85,Air,0015-05-11
SCMS-61091,1836.81,Air,0010-05-26
SCMS-54120,634.36,Air,0010-11-22
SCMS-69240,See ASN-7581 (ID#:42811),Air,0010-08-13
SCMS-238551,Freight Included in Commodity Cost,Truck,0014-06-25
SCMS-224840,See ASN-24721 (ID#:13708),Air,0014-04-28
SCMS-69010,3296.58,Air,0010-06-24
SCMS-98701,16359.2,Air,0011-06-28
SCMS-193850,17997.84,Air,0013-08-24
SCMS-295800,Freight Included in Commodity Cost,Truck,0015-08-24
SCMS-59990,Invoiced Separately,Air,0010-05-21
SCMS-270120,Freight Included in Commodity Cost,Air,0015-07-16
SCMS-156520,13180.76,Air,0012-09-27
SCMS-280220,See ASN-32231 (ID#:13648),Air,0015-07-29
SCMS-77910,2173.4,Air,0010-09-15
SCMS-272160,See ASN-31337 (ID#:26619),Air,0015-06-05
SCMS-238554,Freight Included in Commodity Cost,Truck,0014-10-03
SCMS-238551,Freight Included in Commodity Cost,Truck,0014-06-25
SCMS-201380,672.49,Air,0013-12-20
SCMS-259075,Freight Included in Commodity Cost,Truck,0015-05-12
SCMS-216970,3765.28,Air,0014-04-25
SCMS-69250,See ASN-7661 (ID#:21752),Air,0010-08-13
SCMS-272160,See ASN-31331 (ID#:51668),Air,0015-06-05
SCMS-237930,1899.89,Air,0014-06-12
SCMS-111660,1794.89,Air,0011-09-29
SCMS-183950,Freight Included in Commodity Cost,Truck,0013-04-16
SCMS-202330,See ASN-22277 (ID#:61493),Air,0013-11-01
SCMS-58610,1701.1,Air,0010-01-25
SCMS-137410,3840.85,Air,0012-07-20
SCMS-274360,3868.49,Air,0015-07-30
SCMS-157661,22617.38,Air,0012-12-07
SCMS-57601,4588.02,Air,0011-04-29
SCMS-75460,Freight Included in Commodity Cost,Ocean,0011-01-06
SCMS-295800,Freight Included in Commodity Cost,Truck,0015-08-24
SCMS-162440,24927.19,Air,0013-01-08
SCMS-65350,18862.39,Air,0010-05-20
SCMS-176270,See ASN-19859 (ID#:59267),Air,0013-07-05
SCMS-56290,8747.56,Air,0010-03-22
SCMS-238554,Freight Included in Commodity Cost,Truck,0014-10-03
SCMS-238551,Freight Included in Commodity Cost,Truck,0014-06-25
SCMS-199280,Freight Included in Commodity Cost,Truck,0014-02-07
SCMS-135870,9894.85,Air,0012-03-08
SCMS-200920,See ASN-21751 (ID#:13968),Air,0013-10-18
SCMS-100630,24382.98,Air,0011-06-09
SCMS-200850,2454.46,Air,0013-11-14
SCMS-60170,Freight Included in Commodity Cost,Truck,0009-12-28
SCMS-246570,9768.22,Air,0015-04-10
SCMS-62380,4755.76,Air,0010-03-15
SCMS-215410,Freight Included in Commodity Cost,Truck,0014-01-13
SCMS-129870,98521.56,Air,0012-01-25
SCMS-135780,6941.12,Air,0012-02-20
SCMS-259075,Freight Included in Commodity Cost,Truck,0015-05-12
SCMS-84200,6038.21,Ocean,0011-02-23
SCMS-156270,2148.1,Air,0012-12-19
SCMS-137550,24250.15,Ocean,0012-10-08
SCMS-259072,Freight Included in Commodity Cost,Truck,0015-01-26
SCMS-205040,3231.11,Air,0014-01-21
SCMS-58120,395,Air,0010-02-18
SCMS-93750,897.87,Air,0011-04-07
SCMS-93550,Freight Included in Commodity Cost,Ocean,0011-09-05
SCMS-63640,2204.08,Air,0010-03-03
SCMS-173131,36428.24,Air,0013-06-04
SCMS-147130,Invoiced Separately,Air,0012-08-20
SCMS-56330,11884.14,Air,0010-03-13
SCMS-262980,See ASN-30463 (ID#:15460),Ocean,0015-04-13
SCMS-52771,82236.74,Air,0009-12-15
SCMS-106570,5054.68,Air,0011-06-17
SCMS-174420,10533.01,Air,0013-04-24
SCMS-225820,6758.01,Air,0014-05-28
SCMS-149140,13037.01,Air,0013-02-27
SCMS-200911,See ASN-22749 (ID#:45723),Air,0014-01-24
SCMS-226190,1779.1,Air,0014-08-25
SCMS-50363,Freight Included in Commodity Cost,Truck,0010-01-27
SCMS-238552,Freight Included in Commodity Cost,Truck,0014-08-05
SCMS-277984,Freight Included in Commodity Cost,Truck,0015-07-23
SCMS-51380,18937.3,Air,0009-09-24
SCMS-204300,37479.21,Air,0013-10-14
SCMS-259079,Freight Included in Commodity Cost,Truck,0015-08-24
SCMS-236120,3790.32,Air,0014-11-04
SCMS-114980,22086.15,Air,0011-09-29
SCMS-224840,See ASN-24721 (ID#:13708),Air,0014-04-28
SCMS-68550,9535.67,Air,0010-07-16
SCMS-57140,See ASN-6264 (ID#:52856),Air,0010-03-17
SCMS-83340,Freight Included in Commodity Cost,Air,0010-12-12
SCMS-52630,1000.94,Air,0009-10-26
SCMS-149960,935.89,Air,0012-09-21
SCMS-69590,Freight Included in Commodity Cost,Truck,0010-04-01
SCMS-92090,1219.85,Air,0011-01-05
SCMS-49631,Freight Included in Commodity Cost,Truck,0009-09-30
SCMS-163440,1253.45,Air,0013-02-08
SCMS-228040,2516.62,Air,0014-10-15
SCMS-234760,68350.52,Air Charter,0014-06-16
SCMS-69000,4885.2,Air,0010-06-08
SCMS-65780,Freight Included in Commodity Cost,Truck,0010-03-25
SCMS-120570,22614.24,Air,0011-12-16
SCMS-259079,Freight Included in Commodity Cost,Truck,0015-08-24
SCMS-260700,15890.52,Air,0015-01-22
SCMS-240570,12091.91,Air Charter,0014-09-19
SCMS-76980,18044.49,Air,0010-08-07
SCMS-251440,1961.49,Air,0015-01-26
SCMS-93590,13731.6,Ocean,0011-05-30
SCMS-54100,592.46,Air,0010-09-13
SCMS-253310,Invoiced Separately,Air,0015-05-26
SCMS-74050,290,Air,0010-08-30
SCMS-198222,27313,Air,0014-03-27
SCMS-238552,Freight Included in Commodity Cost,Truck,0014-08-05
SCMS-174370,10627.8,Air,0013-07-02
SCMS-277270,See ASN-33526 (ID#:32150),Air,0015-09-14
SCMS-226030,Freight Included in Commodity Cost,Air,0014-11-12
SCMS-68950,4116.81,Air,0010-06-11
SCMS-72350,516.35,Air,0010-05-21
SCMS-83820,15331.5,Ocean,0011-03-10
SCMS-215370,Freight Included in Commodity Cost,Truck,0014-02-06
SCMS-240130,See ASN-28761 (ID#:38632),Ocean,0015-01-12
SCMS-259071,Freight Included in Commodity Cost,Truck,0014-11-28
SCMS-277300,Invoiced Separately,Air,0015-08-31
SCMS-199289,Freight Included in Commodity Cost,Truck,0014-08-29
SCMS-155321,28734.43,Air,0012-11-27
SCMS-289300,8024.1,Air,0015-07-20
SCMS-226130,Invoiced Separately,Air,0014-07-07
SCMS-280210,See ASN-31750 (ID#:19272),Air,0015-07-30
SCMS-199283,Freight Included in Commodity Cost,Truck,0014-08-27
SCMS-162750,See ASN-18152 (ID#:66768),Air,0013-02-13
SCMS-280210,See ASN-31750 (ID#:19272),Air,0015-07-30
SCMS-240202,See ASN-28246 (ID#:33379),Ocean,0014-11-17
SCMS-215370,Freight Included in Commodity Cost,Truck,0014-02-06
SCMS-100634,23623.43,Air,0011-07-14
SCMS-226220,See ASN-26923 (ID#:13027),Air,0014-08-06
SCMS-60710,16061.5,Air,0010-03-18
SCMS-56280,12704,Air,0010-01-19
SCMS-240110,See ASN-27824 (ID#:26961),Air,0014-10-06
SCMS-162670,1114,Air,0012-12-12
SCMS-105540,19056.13,Air,0011-09-21
SCMS-68750,3646.13,Air,0010-11-17
SCMS-100140,See ASN-10007 (ID#:23194),Air,0011-04-05
SCMS-272160,See ASN-31335 (ID#:42778),Air,0015-06-05
SCMS-173131,125.42,Air,0013-06-04
SCMS-239210,5697.64,Air,0014-12-16
SCMS-83730,11203.81,Ocean,0011-04-12
SCMS-280210,See ASN-31750 (ID#:19272),Air,0015-07-30
SCMS-119170,33718.08,Air,0011-10-31
SCMS-260990,5808.69,Air,0015-06-03
SCMS-49681,Freight Included in Commodity Cost,Truck,0009-10-30
SCMS-183950,Freight Included in Commodity Cost,Truck,0013-04-16
SCMS-68530,7421.81,Air,0010-07-29
SCMS-261780,6949.93,Air,0015-05-28
SCMS-254400,8399.6,Air,0014-12-22
SCMS-268450,See ASN-30674 (ID#:54100),Air,0015-03-31
SCMS-238553,Freight Included in Commodity Cost,Truck,0014-08-28
SCMS-245240,See ASN-29503 (ID#:13571),Air,0015-01-19
SCMS-56170,12127.58,Air,0010-01-04
SCMS-104410,10758.45,Ocean,0011-08-06
SCMS-145530,See ASN-16123 (ID#:20371),Air,0012-10-09
SCMS-87750,See ASN-9090 (ID#:29979),Air,0010-12-21
SCMS-238553,Freight Included in Commodity Cost,Truck,0014-08-28
SCMS-54070,807.65,Air,0010-09-06
SCMS-270771,26294.95,Air,0015-07-02
SCMS-51670,46723.42,Air,0010-02-16
SCMS-96160,566.56,Air,0011-04-18
SCMS-60170,Freight Included in Commodity Cost,Truck,0009-12-29
SCMS-83820,4295.6,Ocean,0011-03-04
SCMS-251520,15012.16,Air,0015-02-02
SCMS-259075,Freight Included in Commodity Cost,Truck,0015-05-12
SCMS-123580,16429.13,Ocean,0012-01-04
SCMS-57280,1924.57,Air,0010-04-16
SCMS-238553,Freight Included in Commodity Cost,Truck,0014-08-28
SCMS-262850,3463.53,Air,0015-03-13
SCMS-190510,1849.17,Air,0013-09-24
SCMS-83320,Freight Included in Commodity Cost,Air,0011-01-07
SCMS-93430,10277.92,Air,0011-08-12
SCMS-105480,13674.64,Air,0011-09-05
SCMS-198700,7769.41,Ocean,0013-11-13
SCMS-75990,6147.08,Ocean,0011-01-06
SCMS-215460,1721.91,Air,0014-02-17
SCMS-260700,16002.97,Air,0015-01-22
SCMS-226260,See ASN-26927 (ID#:26612),Air,0014-08-25
SCMS-180960,See ASN-20434 (ID#:13874),Air,0013-08-14
SCMS-233980,2076.58,Air,0014-08-12
SCMS-89580,3254.23,Air,0010-12-17
SCMS-107631,9145.1,Air,0011-07-26
SCMS-199283,Freight Included in Commodity Cost,Truck,0014-08-27
SCMS-87740,6475.64,Air,0010-12-23
SCMS-280220,See ASN-32231 (ID#:13648),Air,0015-07-29
SCMS-171680,32471.83,Air,0013-04-29
SCMS-153090,3147.88,Air,0012-10-09
SCMS-240830,35912.43,Air,0014-09-17
SCMS-161070,2040.93,Air,0013-01-30
SCMS-245240,See ASN-29503 (ID#:13571),Air,0015-01-19
SCMS-64570,5964.52,Air,0010-03-23
SCMS-144200,35813.98,Air,0012-08-01
SCMS-156520,21225.33,Air,0012-10-04
SCMS-259075,Freight Included in Commodity Cost,Truck,0015-05-12
SCMS-159630,1264.16,Air,0013-03-15
SCMS-156140,See ASN-17077 (ID#:37031),Air,0012-12-10
SCMS-171970,1013.7,Air,0013-07-05
SCMS-245260,See ASN-29409 (ID#:20185),Air,0015-01-13
SCMS-232310,53062.21,Air,0014-04-28
SCMS-192020,1678.53,Air,0013-08-19
SCMS-152910,49069.74,Air,0012-09-09
SCMS-55902,9507.81,Air,0010-01-18
SCMS-103700,8134.37,Ocean,0011-12-07
SCMS-240080,6637.36,Air,0014-08-01
SCMS-118690,498.72,Air,0011-10-31
SCMS-54010,690.02,Air,0010-03-03
SCMS-235791,21807.62,Air,0014-07-17
SCMS-272170,See ASN-32107 (ID#:16391),Air,0015-07-07
SCMS-49641,Freight Included in Commodity Cost,Truck,0009-08-05
SCMS-149432,45060.6,Air,0012-08-04
SCMS-238550,Freight Included in Commodity Cost,Truck,0015-02-19
SCMS-83770,11372.22,Ocean,0011-06-08
SCMS-179950,11855.59,Air,0013-11-06
SCMS-233981,Invoiced Separately,Ocean,0014-11-21
SCMS-210880,2215.81,Air,0014-06-24
SCMS-207130,17654.94,Air,0014-01-10
SCMS-240580,19430.86,Air Charter,0014-07-29
SCMS-135100,1360.14,Air,0012-04-02
SCMS-183050,10365.14,Air,0013-05-22
SCMS-201930,See ASN-21679 (ID#:13900),Air,0013-10-18
SCMS-183950,Freight Included in Commodity Cost,Truck,0013-04-16
SCMS-105450,10122.75,Air,0011-07-05
SCMS-109950,6897.71,Air,0011-08-03
SCMS-287700,See ASN-32527 (ID#:24386),Air,0015-06-30
SCMS-244220,733.64,Air,0014-08-26
SCMS-54190,403.66,Air,0010-04-20
SCMS-137200,See ASN-14984 (ID#:14988),Air,0012-06-15
SCMS-268410,See ASN-30672 (ID#:40443),Air,0015-03-19
SCMS-209710,1342.44,Air,0014-08-28
SCMS-119190,13336.64,Air,0011-11-04
SCMS-155321,29251.24,Air,0012-11-29
SCMS-270771,29274.16,Air,0015-07-02
SCMS-93540,8809.05,Ocean,0011-06-13
SCMS-144300,1640.99,Air,0012-07-16
SCMS-261980,5915.63,Air,0015-01-21
SCMS-170110,13380.07,Air,0013-03-15
SCMS-84250,12225.76,Ocean,0010-12-15
SCMS-183950,Freight Included in Commodity Cost,Truck,0013-04-16
SCMS-129510,3011.72,Air,0012-06-28
SCMS-249050,3789.5,Air,0014-12-17
SCMS-118190,27136.6,Air,0011-12-09
SCMS-259072,Freight Included in Commodity Cost,Truck,0015-01-26
SCMS-145310,See ASN-16124 (ID#:20321),Air,0012-10-02
SCMS-241110,1678.57,Air,0014-09-23
SCMS-249050,4427.52,Air,0014-12-17
SCMS-237840,11447.38,Ocean,0014-11-06
SCMS-176930,See ASN-19142 (ID#:22600),Air,0013-07-20
SCMS-239410,See ASN-26738 (ID#:15115),Air,0014-09-16
SCMS-259075,Freight Included in Commodity Cost,Truck,0015-05-12
SCMS-183950,Freight Included in Commodity Cost,Truck,0013-04-16
SCMS-172490,1083.85,Air,0013-02-26
SCMS-51090,43692.46,Air,0009-11-16
SCMS-260780,22194.09,Air,0015-04-23
SCMS-238553,Freight Included in Commodity Cost,Truck,0014-08-28
SCMS-62460,See ASN-6355 (ID#:16828),Air,0010-03-29
SCMS-173110,1649.91,Air,0013-04-29
SCMS-236060,See ASN-27812 (ID#:25926),Air,0014-11-04
SCMS-199289,Freight Included in Commodity Cost,Truck,0014-08-29
SCMS-228090,8291.96,Air,0015-01-23
SCMS-109660,1767.91,Air,0011-08-08
SCMS-162871,2595.63,Air,0013-04-19
SCMS-198222,26266.34,Air,0014-05-08
SCMS-164550,See ASN-18970 (ID#:33422),Air,0013-05-15
SCMS-145520,See ASN-15795 (ID#:16725),Air,0012-08-22
SCMS-262980,See ASN-30463 (ID#:15460),Ocean,0015-04-13
SCMS-108000,13312.88,Air,0011-10-18
SCMS-77410,4146.33,Air,0010-10-13
SCMS-199283,Freight Included in Commodity Cost,Truck,0014-08-27
SCMS-149400,8143.97,Air,0012-07-12
SCMS-199289,Freight Included in Commodity Cost,Truck,0014-08-29
SCMS-137420,9054.61,Ocean,0012-08-02
SCMS-199280,Freight Included in Commodity Cost,Truck,0014-02-07
SCMS-126480,2874.03,Air,0012-06-29
SCMS-215370,Freight Included in Commodity Cost,Truck,0014-02-06
SCMS-66910,9915.56,Air,0010-06-11
SCMS-75750,630.5,Ocean,0011-02-01
SCMS-272170,See ASN-32108 (ID#:53922),Air,0015-07-07
SCMS-287710,Invoiced Separately,Air,0015-08-10
SCMS-232310,53062.21,Air,0014-04-28
SCMS-262840,Invoiced Separately,Ocean,0015-07-13
SCMS-68910,5886.9,Air,0010-08-24
SCMS-50160,2541.8,Air,0009-08-25
SCMS-50820,4015.82,Air,0010-06-13
SCMS-239800,34182.97,Air,0014-10-01
SCMS-138560,984.39,Air,0012-03-27
SCMS-58382,9456.46,Air,0010-07-30
SCMS-256330,10203.1,Air,0015-03-31
SCMS-93550,5768.66,Ocean,0011-06-13
SCMS-75670,9592.95,Ocean,0011-02-01
SCMS-238556,Freight Included in Commodity Cost,Truck,0015-04-28
SCMS-91740,968.25,Air,0010-12-21
SCMS-188850,3089.83,Air,0013-09-30
SCMS-162872,6879.32,Air,0013-06-24
SCMS-153912,Freight Included in Commodity Cost,Air,0012-12-10
SCMS-285170,Invoiced Separately,Air,0015-08-04
SCMS-58381,10929.38,Air,0010-07-07
SCMS-162450,8248.33,Air,0013-06-12
SCMS-261012,6433.8,Air,0015-07-22
SCMS-239770,23482.06,Air,0014-08-07
SCMS-199700,Invoiced Separately,Air,0014-01-13
SCMS-188330,47892.57,Air,0013-07-15
SCMS-93790,486.18,Air,0011-03-14
SCMS-130161,15105.99,Ocean,0012-08-20
SCMS-259072,Freight Included in Commodity Cost,Truck,0015-01-26
SCMS-56130,290,Air,0010-01-27
SCMS-75361,5557.27,Air,0010-08-27
SCMS-84400,See ASN-10663 (ID#:32313),Air,0011-04-25
SCMS-199720,430.5,Air,0013-12-16
SCMS-162870,32609.44,Air,0013-01-09
SCMS-237830,8130.55,Air,0014-10-13
SCMS-260980,926.3,Air,0014-12-10
SCMS-253270,See ASN-28379 (ID#:32865),Air,0014-12-31
SCMS-97150,9106.51,Air,0011-03-28
SCMS-272170,See ASN-31958 (ID#:15788),Air,0015-07-03
SCMS-204300,17568.6,Air,0013-10-29
SCMS-237810,18545.17,Air,0014-11-12
SCMS-211551,7754.14,Air,0014-06-04
SCMS-83730,4573.2,Ocean,0011-06-03
SCMS-252640,13397.02,Air,0014-10-22
SCMS-238554,Freight Included in Commodity Cost,Truck,0014-10-03
SCMS-189130,25778.9,Air,0013-09-20
SCMS-254770,See ASN-30499 (ID#:52793),Air,0015-04-13
SCMS-259077,Freight Included in Commodity Cost,Truck,0015-07-24
SCMS-135870,24000.91,Air,0012-03-07
SCMS-103680,9582.55,Ocean,0011-12-19
SCMS-224840,See ASN-24721 (ID#:13708),Air,0014-04-28
SCMS-249050,4084.56,Air,0014-12-17
SCMS-75750,630.5,Ocean,0011-02-01
SCMS-240820,1368.78,Air,0014-10-01
SCMS-267020,Freight Included in Commodity Cost,Truck,0014-12-10
SCMS-156520,15241.75,Air,0012-10-04
SCMS-87780,See ASN-9408 (ID#:39263),Air,0011-02-16
SCMS-153870,297,Air,0012-11-21
SCMS-259073,Freight Included in Commodity Cost,Truck,0015-02-12
SCMS-185220,1053.88,Air,0013-10-08
SCMS-270120,Freight Included in Commodity Cost,Air,0015-07-16
