PLANTCODE_CONSTRAINT_ID,ORDER_ID,FREIGHT_RATES_ID,MIN_WEIGHT_QUANT,MAX_WEIGHT_QUANT,MIN_COST,RATE,TPT_DAY_COUNT,COST_PER_UNIT,DAILY_CAPACITY,SHIP_AHEAD_DAY_COUNT,SHIP_LATE_DAY_COUNT,UNIT_QUANT,WEIGHT
,1447418576,,,,,,2,,,0,0,1258,9
,1447292185,,,,,,2,,,0,0,1267,9
,1447174690,,,,,,2,,,0,0,1253,9
,1447312663,,,,,,2,,,0,0,377,0
,1447406924,,,,,,2,,,0,0,442,1
,1447401973,,,,,,2,,,0,0,369,0
,1447281001,,,,,,2,,,0,0,1086,3
,1447367415,,,,,,2,,,0,0,1265,3
,1447377769,,,,,,2,,,0,0,1119,3
,1447367414,,,,,,2,,,0,0,1247,3
,1447377768,,,,,,2,,,0,0,1306,3
,1447281073,,,,,,2,,,0,0,752,2
,1447141983,,,,,,2,,,0,0,3237,7
,1447174694,,,,,,2,,,0,0,2233,4
,1447292187,,,,,,2,,,0,0,803,11
,1447280991,,,,,,2,,,0,0,446,1
,1447377767,,,,,,2,,,0,0,649,3
,1447377766,,,,,,2,,,0,0,777,3
,1447356012,,,,,,2,,,0,0,830,3
,1447418577,,,,,,2,,,0,0,1450,5
,1447334922,,,,,,2,,,0,0,707,1
,1447239937,,,,,,2,,,0,0,261,1
,1447377762,,,,,,2,,,0,0,302,1
,1447215354,,,,,,2,,,0,0,331,1
,1447401978,,,,,,2,,,0,0,254,2
,1447239936,,,,,,2,,,0,0,295,1
,1447292189,,,,,,2,,,0,0,478,18
,1447215353,,,,,,2,,,0,0,328,4
,1447174687,,,,,,2,,,0,0,330,5
,1447195865,,,,,,2,,,0,0,325,8
,1447401977,,,,,,2,,,0,0,555,22
,1447239932,,,,,,2,,,0,0,461,14
,1447312664,,,,,,2,,,0,0,284,0
,1447239934,,,,,,2,,,0,0,259,1
,1447239935,,,,,,2,,,0,0,330,3
,1447377763,,,,,,2,,,0,0,333,2
,1447418574,,,,,,2,,,0,0,815,37
,1447356005,,,,,,2,,,0,0,482,11
,1447408601,,,,,,2,,,0,0,776,39
,1447174689,,,,,,2,,,0,0,327,6
,1447292188,,,,,,2,,,0,0,647,28
,1447195867,,,,,,2,,,0,0,404,7
,1447215352,,,,,,2,,,0,0,261,0
,1447215351,,,,,,2,,,0,0,306,2
,1447292180,,,,,,2,,,0,0,311,5
,1447239933,,,,,,2,,,0,0,330,5
,1447334919,,,,,,2,,,0,0,360,6
,1447174688,,,,,,2,,,0,0,311,1
,1447195866,,,,,,2,,,0,0,1334,68
,1447418573,,,,,,2,,,0,0,1235,65
,1447408596,,,,,,2,,,0,0,336,4
,1447236709,,,,,,2,,,0,0,303,4
,1447236711,,,,,,2,,,0,0,322,4
,1447377765,,,,,,2,,,0,0,449,16
,1447236710,,,,,,2,,,0,0,536,20
,1447141984,,,,,,2,,,0,0,456,1
,1447377770,,,,,,2,,,0,0,518,1
,1447356014,,,,,,2,,,0,0,808,2
,1447401974,,,,,,2,,,0,0,923,3
,1447195861,,,,,,2,,,0,0,792,2
,1447281074,,,,,,2,,,0,0,793,2
,1447154372,,,,,,2,,,0,0,334,2
,1447369857,,,,,,2,,,0,0,353,0
,1447239931,,,,,,2,,,0,0,248,0
,1447388774,,,,,,2,,,0,0,331,1
,1447239930,,,,,,2,,,0,0,329,1
,1447154373,,,,,,2,,,0,0,421,0
,1447195863,,,,,,2,,,0,0,1326,9
,1447174691,,,,,,2,,,0,0,1016,6
,1447418571,,,,,,2,,,0,0,1260,9
,1447338996,,,,,,2,,,0,0,783,4
,1447418570,,,,,,2,,,0,0,1270,9
,1447406923,,,,,,2,,,0,0,612,3
,1447356011,,,,,,2,,,0,0,816,4
,1447334920,,,,,,2,,,0,0,861,5
,1447195862,,,,,,2,,,0,0,647,3
,1447281076,,,,,,2,,,0,0,1274,8
,1447312662,,,,,,2,,,0,0,756,4
,1447418572,,,,,,2,,,0,0,3243,22
,1447174693,,,,,,2,,,0,0,2350,17
,1447377760,,,,,,2,,,0,0,1051,6
,1447377761,,,,,,2,,,0,0,3261,23
,1447174701,,,,,,2,,,0,0,1028,6
,1447401975,,,,,,2,,,0,0,831,2
,1447334921,,,,,,2,,,0,0,1284,4
,1447280999,,,,,,2,,,0,0,1122,3
,1447401976,,,,,,2,,,0,0,1307,4
,1447356013,,,,,,2,,,0,0,1277,4
,1447281000,,,,,,2,,,0,0,2791,7
,1447292183,,,,,,2,,,0,0,470,2
,1447215350,,,,,,2,,,0,0,393,1
,1447292184,,,,,,2,,,0,0,578,4
,1447141982,,,,,,2,,,0,0,724,4
,1447377764,,,,,,2,,,0,0,786,5
,1447367376,,,,,,2,,,0,0,1273,10
,1447396244,,,,,,2,,,0,0,977,6
,1447292181,,,,,,2,,,0,0,494,3
,1447215349,,,,,,2,,,0,0,339,1
,1447292182,,,,,,2,,,0,0,576,4
,1447141981,,,,,,2,,,0,0,694,5
,1447377758,,,,,,2,,,0,0,888,7
,1447377759,,,,,,2,,,0,0,955,9
,1447356009,,,,,,2,,,0,0,1304,10
,1447284946,,,,,,2,,,0,0,414,4
,1447369859,,,,,,2,,,0,0,940,8
,1447418575,,,,,,2,,,0,0,299,1
,1447173717,,,,,,2,,,3,0,691,6
,1447173718,,,,,,2,,,3,0,631,6
,1447373447,,,,,,2,,,3,0,658,6
,1447403035,,,,,,2,,,3,0,629,6
,1447172404,,,,,,2,,,3,0,1028,11
,1447172393,,,,,,2,,,3,0,1390,18
,1447258797,,,,,,2,,,3,0,1411,18
,1447373390,,,,,,2,,,3,0,3480,48
,1447296141,,,,,,2,,,3,0,2453,33
,1447266824,,,,,,2,,,3,0,4942,79
,1447389183,,,,,,2,,,3,0,2775,40
,1447183408,,,,,,2,,,3,0,2755,40
,1447373367,,,,,,2,,,3,0,689,4
,1447385816,,,,,,2,,,3,0,490,3
,1447283549,,,,,,2,,,3,0,414,2
,1447390881,,,,,,2,,,3,0,513,3
,1447405702,,,,,,2,,,3,0,510,3
,1447173727,,,,,,2,,,3,0,336,0
,1447195159,,,,,,2,,,3,0,309,0
,1447172400,,,,,,2,,,3,0,283,0
,1447195164,,,,,,2,,,3,0,321,0
,1447191813,,,,,,2,,,3,0,274,1
,1447265652,,,,,,2,,,3,0,404,3
,1447373401,,,,,,2,,,3,0,436,3
,1447165379,,,,,,2,,,3,0,371,1
,1447232844,,,,,,2,,,3,0,487,3
,1447172395,,,,,,2,,,3,0,447,3
,1447269532,,,,,,2,,,3,0,336,1
,1447232842,,,,,,2,,,3,0,315,0
,1447174705,,,,,,2,,,3,0,246,0
,1447261831,,,,,,2,,,3,0,372,1
,1447373422,,,,,,2,,,3,0,415,1
,1447267059,,,,,,2,,,3,0,411,1
,1447232843,,,,,,2,,,3,0,312,1
,1447173723,,,,,,2,,,3,0,413,1
,1447232855,,,,,,2,,,3,0,321,0
,1447373431,,,,,,2,,,3,0,398,1
,1447261845,,,,,,2,,,3,0,534,3
,1447232845,,,,,,2,,,3,0,363,1
,1447173726,,,,,,2,,,3,0,486,3
,1447236509,,,,,,2,,,3,0,528,3
,1447236510,,,,,,2,,,3,0,887,7
,1447330341,,,,,,2,,,3,0,1486,10
,1447232867,,,,,,2,,,3,0,323,1
,1447373436,,,,,,2,,,3,0,374,1
,1447293118,,,,,,2,,,3,0,397,1
,1447212039,,,,,,2,,,3,0,336,1
,1447228785,,,,,,2,,,3,0,270,2
,1447167295,,,,,,2,,,3,0,342,1
,1447228786,,,,,,2,,,3,0,334,2
,1447283841,,,,,,2,,,3,0,309,1
,1447241520,,,,,,2,,,3,0,270,0
,1447283240,,,,,,2,,,3,0,312,2
,1447390905,,,,,,2,,,3,0,248,0
,1447390903,,,,,,2,,,3,0,272,0
,1447183419,,,,,,2,,,3,0,331,2
,1447183418,,,,,,2,,,3,0,285,1
,1447390904,,,,,,2,,,3,0,330,1
,1447390906,,,,,,2,,,3,0,330,0
,1447194400,,,,,,2,,,3,0,328,1
,1447283839,,,,,,2,,,3,0,333,0
,1447283840,,,,,,2,,,3,0,254,0
,1447305836,,,,,,2,,,3,0,277,1
,1447275662,,,,,,2,,,3,0,289,1
,1447281386,,,,,,2,,,3,0,431,1
,1447281385,,,,,,2,,,3,0,467,1
,1447163027,,,,,,2,,,3,0,596,3
,1447184519,,,,,,2,,,3,0,358,1
,1447216656,,,,,,2,,,3,0,608,1
,1447140260,,,,,,2,,,3,0,324,0
,1447400415,,,,,,2,,,3,0,276,0
,1447173729,,,,,,2,,,3,0,346,0
,1447373444,,,,,,2,,,3,0,262,0
,1447196660,,,,,,2,,,3,0,291,0
,1447140284,,,,,,2,,,3,0,312,0
,1447373443,,,,,,2,,,3,0,320,0
,1447172413,,,,,,2,,,3,0,263,0
,1447172423,,,,,,2,,,3,0,344,0
,1447140283,,,,,,2,,,3,0,258,0
,1447196687,,,,,,2,,,3,0,315,0
,1447375317,,,,,,2,,,3,0,1124,3
,1447175873,,,,,,2,,,3,0,340,0
,1447173725,,,,,,2,,,3,0,653,1
,1447258701,,,,,,2,,,3,0,490,1
,1447172436,,,,,,2,,,3,0,381,0
,1447173724,,,,,,2,,,3,0,425,0
,1447313159,,,,,,2,,,3,0,3775,11
,1447172417,,,,,,2,,,3,0,358,4
,1447204348,,,,,,2,,,3,0,351,4
,1447184523,,,,,,2,,,3,0,314,1
,1447418504,,,,,,2,,,3,0,404,4
,1447172428,,,,,,2,,,3,0,496,7
,1447172434,,,,,,2,,,3,0,823,14
,1447312219,,,,,,2,,,3,0,1243,23
,1447235297,,,,,,2,,,3,0,292,0
,1447235301,,,,,,2,,,3,0,314,2
,1447235300,,,,,,2,,,3,0,289,2
,1447321402,,,,,,2,,,3,0,286,1
,1447172441,,,,,,2,,,3,0,347,2
,1447283718,,,,,,2,,,3,0,380,2
,1447283716,,,,,,2,,,3,0,312,2
,1447283713,,,,,,2,,,3,0,383,2
,1447283717,,,,,,2,,,3,0,289,2
,1447283715,,,,,,2,,,3,0,344,2
,1447283714,,,,,,2,,,3,0,316,2
,1447174214,,,,,,2,,,3,0,338,2
,1447167309,,,,,,2,,,3,0,425,4
,1447261180,,,,,,2,,,3,0,344,1
,1447215309,,,,,,2,,,3,0,413,2
,1447261179,,,,,,2,,,3,0,348,1
,1447193435,,,,,,2,,,3,0,322,0
,1447183514,,,,,,2,,,3,0,776,4
,1447158135,,,,,,2,,,3,0,799,3
,1447172426,,,,,,2,,,3,0,418,1
,1447184518,,,,,,2,,,3,0,335,1
,1447224369,,,,,,2,,,3,0,534,2
,1447172433,,,,,,2,,,3,0,385,1
,1447172419,,,,,,2,,,3,0,479,1
,1447235313,,,,,,2,,,3,0,377,1
,1447305845,,,,,,2,,,3,0,340,1
,1447313983,,,,,,2,,,3,0,1005,4
,1447172383,,,,,,2,,,3,0,1408,5
,1447205225,,,,,,2,,,3,0,1500,5
,1447235314,,,,,,2,,,3,0,552,1
,1447184702,,,,,,2,,,3,0,417,0
,1447305825,,,,,,2,,,3,0,917,2
,1447215333,,,,,,2,,,3,0,487,0
,1447261182,,,,,,2,,,3,0,2333,6
,1447258794,,,,,,2,,,3,0,6254,17
,1447313158,,,,,,2,,,3,0,8321,20
,1447172392,,,,,,2,,,3,0,2257,5
,1447289700,,,,,,2,,,3,0,313,1
,1447289701,,,,,,2,,,3,0,287,2
,1447283106,,,,,,2,,,3,0,483,33
,1447283105,,,,,,2,,,3,0,354,14
,1447177813,,,,,,2,,,3,0,401,10
,1447170698,,,,,,2,,,3,0,331,5
,1447283239,,,,,,2,,,3,0,245,1
,1447172442,,,,,,2,,,3,0,286,1
,1447373467,,,,,,2,,,3,0,1445,87
,1447198844,,,,,,2,,,3,0,829,41
,1447305009,,,,,,2,,,3,0,730,36
,1447247246,,,,,,2,,,3,0,828,38
,1447305008,,,,,,2,,,3,0,700,35
,1447305010,,,,,,2,,,3,0,1371,87
,1447232865,,,,,,2,,,3,0,1333,77
,1447173728,,,,,,2,,,3,0,783,34
,1447283237,,,,,,2,,,3,0,1517,85
,1447283236,,,,,,2,,,3,0,1283,68
,1447158137,,,,,,2,,,3,0,1753,111
,1447283238,,,,,,2,,,3,0,1234,79
,1447283235,,,,,,2,,,3,0,377,7
,1447173742,,,,,,2,,,3,0,794,36
,1447172421,,,,,,2,,,3,0,664,27
,1447266971,,,,,,2,,,3,0,1151,59
,1447373468,,,,,,2,,,3,0,758,34
,1447260691,,,,,,2,,,3,0,1145,66
,1447219875,,,,,,2,,,3,0,3285,204
,1447158113,,,,,,2,,,3,0,781,35
,1447373474,,,,,,2,,,3,0,2301,8
,1447423273,,,,,,2,,,3,0,270,1
,1447423272,,,,,,2,,,3,0,294,1
,1447423274,,,,,,2,,,3,0,287,1
,1447418035,,,,,,2,,,3,0,333,4
,1447172430,,,,,,2,,,3,0,341,3
,1447373435,,,,,,2,,,3,0,259,1
,1447219295,,,,,,2,,,3,0,382,5
,1447418037,,,,,,2,,,3,0,339,4
,1447289699,,,,,,2,,,3,0,275,1
,1447219294,,,,,,2,,,3,0,366,5
,1447266987,,,,,,2,,,3,0,262,1
,1447289697,,,,,,2,,,3,0,347,4
,1447266986,,,,,,2,,,3,0,285,3
,1447289698,,,,,,2,,,3,0,297,2
,1447172431,,,,,,2,,,3,0,292,3
,1447165391,,,,,,2,,,3,0,246,0
,1447172443,,,,,,2,,,3,0,319,1
,1447418039,,,,,,2,,,3,0,401,8
,1447418041,,,,,,2,,,3,0,336,8
,1447418036,,,,,,2,,,3,0,387,8
,1447418038,,,,,,2,,,3,0,434,8
,1447418034,,,,,,2,,,3,0,465,11
,1447418040,,,,,,2,,,3,0,405,13
,1447418033,,,,,,2,,,3,0,420,8
,1447219296,,,,,,2,,,3,0,382,9
,1447289696,,,,,,2,,,3,0,283,1
,1447418032,,,,,,2,,,3,0,676,29
,1447418031,,,,,,2,,,3,0,744,34
,1447165392,,,,,,2,,,3,0,259,0
,1447212591,,,,,,2,,,3,0,559,33
,1447173741,,,,,,2,,,3,0,319,1
,1447258826,,,,,,2,,,3,0,522,24
,1447212590,,,,,,2,,,3,0,266,1
,1447158127,,,,,,2,,,3,0,550,31
,1447167313,,,,,,2,,,3,0,325,2
,1447158138,,,,,,2,,,3,0,319,5
,1447158139,,,,,,2,,,3,0,356,4
,1447283838,,,,,,2,,,3,0,343,3
,1447236743,,,,,,2,,,3,0,325,2
,1447283837,,,,,,2,,,3,0,371,6
,1447236744,,,,,,2,,,3,0,369,4
,1447141881,,,,,,2,,,3,0,287,1
,1447236745,,,,,,2,,,3,0,319,6
,1447179095,,,,,,2,,,3,0,259,1
,1447199048,,,,,,2,,,3,0,815,37
,1447199047,,,,,,2,,,3,0,784,36
,1447165420,,,,,,2,,,3,0,275,0
,1447170695,,,,,,2,,,3,0,395,13
,1447158133,,,,,,2,,,3,0,370,9
,1447281373,,,,,,2,,,3,0,368,5
,1447373420,,,,,,2,,,3,0,305,2
,1447170697,,,,,,2,,,3,0,328,5
,1447274422,,,,,,2,,,3,0,324,1
,1447373404,,,,,,2,,,3,0,283,1
,1447400422,,,,,,2,,,3,0,485,3
,1447314015,,,,,,2,,,3,0,427,3
,1447172399,,,,,,2,,,3,0,516,5
,1447385932,,,,,,2,,,3,0,301,1
,1447373405,,,,,,2,,,3,0,448,4
,1447196800,,,,,,2,,,3,0,401,3
,1447411581,,,,,,2,,,3,0,463,3
,1447158134,,,,,,2,,,3,0,518,4
,1447274421,,,,,,2,,,3,0,432,4
,1447385931,,,,,,2,,,3,0,355,1
,1447172396,,,,,,2,,,3,0,338,1
,1447184525,,,,,,2,,,3,0,332,1
,1447184524,,,,,,2,,,3,0,410,3
,1447400363,,,,,,2,,,3,0,849,10
,1447170693,,,,,,2,,,3,0,902,9
,1447184701,,,,,,2,,,3,0,573,1
,1447373456,,,,,,2,,,3,0,319,1
,1447409568,,,,,,2,,,3,0,283,2
,1447189162,,,,,,2,,,3,0,336,2
,1447400260,,,,,,2,,,3,0,288,2
,1447410443,,,,,,2,,,3,0,330,2
,1447266607,,,,,,2,,,3,0,371,4
,1447302091,,,,,,2,,,3,0,354,2
,1447172391,,,,,,2,,,3,0,452,8
,1447275929,,,,,,2,,,3,0,688,16
,1447275926,,,,,,2,,,3,0,664,14
,1447185574,,,,,,2,,,3,0,601,10
,1447283606,,,,,,2,,,3,0,587,8
,1447275927,,,,,,2,,,3,0,725,10
,1447391416,,,,,,2,,,3,0,641,10
,1447172390,,,,,,2,,,3,0,481,4
,1447172389,,,,,,2,,,3,0,447,4
,1447275847,,,,,,2,,,3,0,591,8
,1447172387,,,,,,2,,,3,0,497,4
,1447172388,,,,,,2,,,3,0,456,4
,1447275867,,,,,,2,,,3,0,744,11
,1447283603,,,,,,2,,,3,0,686,9
,1447238820,,,,,,2,,,3,0,493,5
,1447172385,,,,,,2,,,3,0,1266,20
,1447172382,,,,,,2,,,3,0,1303,22
,1447373382,,,,,,2,,,3,0,652,7
,1447400261,,,,,,2,,,3,0,679,7
,1447404969,,,,,,2,,,3,0,841,13
,1447404970,,,,,,2,,,3,0,918,11
,1447275846,,,,,,2,,,3,0,651,7
,1447238822,,,,,,2,,,3,0,679,8
,1447281250,,,,,,2,,,3,0,688,8
,1447281249,,,,,,2,,,3,0,717,8
,1447408305,,,,,,2,,,3,0,702,8
,1447275928,,,,,,2,,,3,0,727,8
,1447275913,,,,,,2,,,3,0,732,8
,1447206137,,,,,,2,,,3,0,976,15
,1447389059,,,,,,2,,,3,0,939,14
,1447158102,,,,,,2,,,3,0,1252,18
,1447283555,,,,,,2,,,3,0,333,1
,1447275909,,,,,,2,,,3,0,671,8
,1447400259,,,,,,2,,,3,0,652,8
,1447275930,,,,,,2,,,3,0,673,8
,1447283604,,,,,,2,,,3,0,616,6
,1447283607,,,,,,2,,,3,0,594,6
,1447283605,,,,,,2,,,3,0,567,6
,1447275924,,,,,,2,,,3,0,704,8
,1447275925,,,,,,2,,,3,0,706,8
,1447373376,,,,,,2,,,3,0,944,14
,1447389058,,,,,,2,,,3,0,968,15
,1447283587,,,,,,2,,,3,0,625,6
,1447189166,,,,,,2,,,3,0,618,6
,1447275866,,,,,,2,,,3,0,706,9
,1447172381,,,,,,2,,,3,0,1010,14
,1447392319,,,,,,2,,,3,0,774,9
,1447230813,,,,,,2,,,3,0,769,9
,1447172380,,,,,,2,,,3,0,1583,25
,1447189174,,,,,,2,,,3,0,2600,42
,1447189169,,,,,,2,,,3,0,2083,34
,1447175618,,,,,,2,,,3,0,1890,28
,1447189168,,,,,,2,,,3,0,2737,43
,1447158100,,,,,,2,,,3,0,2324,37
,1447172386,,,,,,2,,,3,0,1416,21
,1447172420,,,,,,2,,,3,0,296,1
,1447211343,,,,,,2,,,3,0,338,3
,1447247248,,,,,,2,,,3,0,596,40
,1447173721,,,,,,2,,,3,0,579,39
,1447172435,,,,,,2,,,3,0,569,25
,1447297170,,,,,,2,,,3,0,436,17
,1447373498,,,,,,2,,,3,0,471,17
,1447418513,,,,,,2,,,3,0,496,19
,1447373497,,,,,,2,,,3,0,455,19
,1447173722,,,,,,2,,,3,0,641,33
,1447174093,,,,,,2,,,3,0,421,17
,1447174092,,,,,,2,,,3,0,986,68
,1447265707,,,,,,2,,,3,0,415,18
,1447247247,,,,,,2,,,3,0,590,38
,1447418514,,,,,,2,,,3,0,1106,96
,1447195167,,,,,,2,,,3,0,421,19
,1447297169,,,,,,2,,,3,0,830,56
,1447373496,,,,,,2,,,3,0,620,37
,1447403040,,,,,,2,,,3,0,795,57
,1447403039,,,,,,2,,,3,0,458,19
,1447403038,,,,,,2,,,3,0,470,17
,1447195166,,,,,,2,,,3,0,494,17
,1447158123,,,,,,2,,,3,0,1959,24
,1447175704,,,,,,2,,,3,0,932,8
,1447373427,,,,,,2,,,3,0,1376,13
,1447373428,,,,,,2,,,3,0,429,2
,1447313121,,,,,,2,,,3,0,10003,136
,1447373430,,,,,,2,,,3,0,10320,121
,1447266860,,,,,,2,,,3,0,15279,193
,1447373429,,,,,,2,,,3,0,20260,250
,1447385939,,,,,,2,,,3,0,10265,134
,1447174466,,,,,,2,,,3,0,15237,172
,1447384261,,,,,,2,,,3,0,20314,261
,1447301452,,,,,,2,,,3,0,30131,351
,1447265579,,,,,,2,,,3,0,15279,181
,1447174186,,,,,,2,,,3,0,8709,110
,1447213262,,,,,,2,,,3,0,30297,331
,1447265580,,,,,,2,,,3,0,30240,367
,1447373403,,,,,,2,,,3,0,15300,173
,1447261113,,,,,,2,,,3,0,30324,399
,1447289681,,,,,,2,,,3,0,25328,278
,1447373402,,,,,,2,,,3,0,15321,172
,1447312456,,,,,,2,,,3,0,10294,123
,1447305067,,,,,,2,,,3,0,25304,294
,1447373394,,,,,,2,,,3,0,20307,256
,1447257475,,,,,,2,,,3,0,25263,331
,1447312455,,,,,,2,,,3,0,20248,225
,1447305070,,,,,,2,,,3,0,9691,113
,1447312454,,,,,,2,,,3,0,20277,224
,1447308936,,,,,,2,,,3,0,924,7
,1447410817,,,,,,2,,,3,0,3647,45
,1447257474,,,,,,2,,,3,0,25275,326
,1447312457,,,,,,2,,,3,0,10275,124
,1447305069,,,,,,2,,,3,0,25249,307
,1447373396,,,,,,2,,,3,0,20234,253
,1447274420,,,,,,2,,,3,0,15270,195
,1447274417,,,,,,2,,,3,0,30279,378
,1447260682,,,,,,2,,,3,0,30313,350
,1447373395,,,,,,2,,,3,0,20254,222
,1447384158,,,,,,2,,,3,0,20253,222
,1447385904,,,,,,2,,,3,0,20256,259
,1447173720,,,,,,2,,,3,0,30286,358
,1447158110,,,,,,2,,,3,0,58278,692
,1447183409,,,,,,2,,,3,0,30241,377
,1447172410,,,,,,2,,,3,0,30280,395
,1447172411,,,,,,2,,,3,0,30314,382
,1447410823,,,,,,2,,,3,0,20296,225
,1447296247,,,,,,2,,,3,0,60306,784
,1447406481,,,,,,2,,,3,0,16877,183
,1447192239,,,,,,2,,,3,0,60245,741
,1447185738,,,,,,2,,,3,0,32293,373
,1447158103,,,,,,2,,,3,0,30266,392
,1447384159,,,,,,2,,,3,0,20317,236
,1447185704,,,,,,2,,,3,0,505,0
,1447175705,,,,,,2,,,3,0,1972,0
,1447304963,,,,,,2,,,3,0,340,1
,1447300267,,,,,,2,,,3,0,552,5
,1447170692,,,,,,2,,,3,0,367,1
,1447173730,,,,,,2,,,3,0,413,4
,1447183513,,,,,,2,,,3,0,509,5
,1447232866,,,,,,2,,,3,0,331,1
,1447321350,,,,,,2,,,3,0,347,1
,1447183422,,,,,,2,,,3,0,332,2
,1447281408,,,,,,2,,,3,0,341,1
,1447183423,,,,,,2,,,3,0,458,3
,1447183470,,,,,,2,,,3,0,496,4
,1447300220,,,,,,2,,,3,0,493,4
,1447305841,,,,,,2,,,3,0,325,1
,1447373423,,,,,,2,,,3,0,425,3
,1447158120,,,,,,2,,,3,0,392,3
,1447305839,,,,,,2,,,3,0,279,1
,1447373424,,,,,,2,,,3,0,296,1
,1447390907,,,,,,2,,,3,0,356,1
,1447158119,,,,,,2,,,3,0,399,3
,1447227139,,,,,,2,,,3,0,382,1
,1447285546,,,,,,2,,,3,0,281,1
,1447158117,,,,,,2,,,3,0,426,3
,1447373475,,,,,,2,,,3,0,352,2
,1447158118,,,,,,2,,,3,0,397,3
,1447172415,,,,,,2,,,3,0,313,1
,1447238173,,,,,,2,,,3,0,685,8
,1447305216,,,,,,2,,,3,0,656,8
,1447228935,,,,,,2,,,3,0,335,1
,1447400454,,,,,,2,,,3,0,1266,21
,1447373440,,,,,,2,,,3,0,266,0
,1447241418,,,,,,2,,,3,0,421,3
,1447183526,,,,,,2,,,3,0,637,8
,1447305217,,,,,,2,,,3,0,1333,20
,1447257478,,,,,,2,,,3,0,370,2
,1447373426,,,,,,2,,,3,0,423,1
,1447235299,,,,,,2,,,3,0,348,1
,1447266857,,,,,,2,,,3,0,385,1
,1447205897,,,,,,2,,,3,0,1240,8
,1447172437,,,,,,2,,,3,0,508,1
,1447373472,,,,,,2,,,3,0,303,0
,1447317156,,,,,,2,,,3,0,357,5
,1447172429,,,,,,2,,,3,0,369,1
,1447389184,,,,,,2,,,3,0,2803,21
,1447373448,,,,,,2,,,3,0,612,3
,1447172394,,,,,,2,,,3,0,1256,9
,1447172397,,,,,,2,,,3,0,408,1
,1447286366,,,,,,2,,,3,0,4980,43
,1447172398,,,,,,2,,,3,0,503,2
,1447173719,,,,,,2,,,3,0,1310,9
,1447258796,,,,,,2,,,3,0,1331,9
,1447183407,,,,,,2,,,3,0,2807,21
,1447373473,,,,,,2,,,3,0,2235,15
,1447400273,,,,,,2,,,3,0,3518,28
,1447296142,,,,,,2,,,3,0,2438,16
,1447172403,,,,,,2,,,3,0,1035,6
,1447375238,,,,,,2,,,3,0,386,0
,1447305840,,,,,,2,,,3,0,332,0
,1447293119,,,,,,2,,,3,0,363,0
,1447191815,,,,,,2,,,3,0,296,0
,1447305837,,,,,,2,,,3,0,394,1
,1447265661,,,,,,2,,,3,0,561,7
,1447274423,,,,,,2,,,3,0,488,2
,1447158115,,,,,,2,,,3,0,436,2
,1447170694,,,,,,2,,,3,0,336,1
,1447196645,,,,,,2,,,3,0,403,1
,1447183498,,,,,,2,,,3,0,506,3
,1447158116,,,,,,2,,,3,0,418,1
,1447241607,,,,,,2,,,3,0,292,1
,1447300221,,,,,,2,,,3,0,343,1
,1447265559,,,,,,2,,,3,0,353,1
,1447172439,,,,,,2,,,3,0,311,1
,1447300268,,,,,,2,,,3,0,661,4
,1447204372,,,,,,2,,,3,0,621,4
,1447281458,,,,,,2,,,3,0,627,4
,1447265565,,,,,,2,,,3,0,355,1
,1447305211,,,,,,2,,,3,0,569,2
,1447281407,,,,,,2,,,3,0,414,1
,1447323900,,,,,,2,,,3,0,778,4
,1447204350,,,,,,2,,,3,0,591,2
,1447192317,,,,,,2,,,3,0,334,1
,1447305838,,,,,,2,,,3,0,1047,6
,1447150972,,,,,,2,,,3,0,477,4
,1447150975,,,,,,2,,,3,0,686,9
,1447150973,,,,,,2,,,3,0,790,10
,1447379064,,,,,,2,,,3,0,520,15
,1447204111,,,,,,2,,,3,0,526,15
,1447283482,,,,,,2,,,3,0,495,17
,1447373446,,,,,,2,,,3,0,547,18
,1447204571,,,,,,2,,,3,0,357,3
,1447258769,,,,,,2,,,3,0,297,0
,1447283674,,,,,,2,,,3,0,371,5
,1447214716,,,,,,2,,,3,0,437,16
,1447238172,,,,,,2,,,3,0,577,19
,1447323782,,,,,,2,,,3,0,543,18
,1447285673,,,,,,2,,,3,0,272,4
,1447285686,,,,,,2,,,3,0,279,3
,1447285652,,,,,,2,,,3,0,248,1
,1447289694,,,,,,2,,,3,0,272,4
,1447198517,,,,,,2,,,3,0,639,52
,1447289693,,,,,,2,,,3,0,344,4
,1447219920,,,,,,2,,,3,0,494,19
,1447373452,,,,,,2,,,3,0,346,12
,1447373450,,,,,,2,,,3,0,393,13
,1447212580,,,,,,2,,,3,0,527,24
,1447373451,,,,,,2,,,3,0,435,24
,1447198516,,,,,,2,,,3,0,506,27
,1447219921,,,,,,2,,,3,0,503,30
,1447216088,,,,,,2,,,3,0,556,39
,1447283836,,,,,,2,,,3,0,306,1
,1447196175,,,,,,2,,,3,0,327,2
,1447196176,,,,,,2,,,3,0,277,0
,1447196177,,,,,,2,,,3,0,574,11
,1447215481,,,,,,2,,,3,0,1772,51
,1447215482,,,,,,2,,,3,0,1812,50
,1447194403,,,,,,2,,,3,0,241,0
,1447390902,,,,,,2,,,3,0,310,0
,1447293117,,,,,,2,,,3,0,297,0
,1447373455,,,,,,2,,,3,0,556,4
,1447172384,,,,,,2,,,3,0,796,7
,1447174094,,,,,,2,,,3,0,1342,12
,1447205224,,,,,,2,,,3,0,856,8
,1447172440,,,,,,2,,,3,0,449,1
